lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
5280,dróttinsviki,\N,main,[droːtːinsviki],n.,m.,"<div class=""oldnorse bodytext""><i>traitor</i>.</div>",traitor.,traitor
5281,svikamaðr,\N,main,[svikamaðr],n.,m.,"<div class=""oldnorse bodytext""><i>traitor</i>.</div>",traitor.,traitor
5282,svikari,\N,main,[svikari],n.,m.,"<div class=""oldnorse bodytext""><i>traitor</i>.</div>",traitor.,traitor
5289,dróttnari,\N,main,[droːtːnari],n.,m.,"<div class=""oldnorse bodytext""><i>ruler</i>.</div>",ruler.,ruler
5290,ráðvaldr,\N,main,[raːðvaldr],n.,m.,"<div class=""oldnorse bodytext""><i>ruler</i>.</div>",ruler.,ruler
5311,drykkjarker,\N,main,[drykːjarkɛr],n.,n.,"<div class=""oldnorse bodytext""><i>drinking-vessel</i>.</div>",drinking-vessel.,drinking-vessel
5334,drýgmæltr,\N,main,[dryːɣmɛːltr],a. ,\N,"<div class=""oldnorse bodytext""><i>long-winded</i>.</div>",long-winded.,long-winded
5335,langrœðr,\N,main,[lanɣrœːðr],a. ,\N,"<div class=""oldnorse bodytext""><i>long-winded</i>.</div>",long-winded.,long-winded
5337,dræpiligr,\N,main,[drɛːpiliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>deserving death</i>.</div>",deserving death.,deserving death
5350,dubl,\N,main,[dubl],n.,n.,"<div class=""oldnorse bodytext""><i>game at dice, gambling</i>.</div>","game at dice, gambling.","game at dice, gambling"
5352,dubla,\N,main,[dubla],\N,\N,"<div class=""oldnorse bodytext"">(að), v. <i>to gamble</i>.</div>","(að), v. to gamble.",to gamble
5357,dugandismaðr,\N,main,[duɣandismaðr],n.,m.,"<div class=""oldnorse bodytext""><i>a brave, doughty man</i>.</div>","a brave, doughty man.","a brave, doughty man"
5371,dularfullr,\N,main,[dularvulːr],a. ,\N,"<div class=""oldnorse bodytext""><i>self-conceited</i>.</div>",self-conceited.,self-conceited
5375,dulði,\N,main,[dulði],\N,\N,"<div class=""oldnorse bodytext"">from dylja.</div>",from dylja.,\N
5382,dulremmi,\N,main,[dulrɛmːi],n.,f.,"<div class=""oldnorse bodytext""><i>self conceit</i>.</div>",self conceit.,self conceit
5386,dumbi,\N,main,[dumbi],a. ,\N,"<div class=""oldnorse bodytext""><i>dumb, mute</i> (gaf hann dumbum mál, en daufum heyrn);</div>","dumb, mute (gaf hann dumbum mál, en daufum heyrn);","dumb, mute"
5410,duravörðr,\N,main,[duravœrðr],n.,m.,"<div class=""oldnorse bodytext""><i>door-keeper</i>.</div>",door-keeper.,door-keeper
5411,durvörðr,\N,main,[durvœrðr],n.,m.,"<div class=""oldnorse bodytext""><i>door-keeper</i>.</div>",door-keeper.,door-keeper
5440,dvalði,\N,main,[dvalði],\N,\N,"<div class=""oldnorse bodytext"">from dvelja.</div>",from dvelja.,\N
5450,dyblissa,\N,main,[dyblisːa],n.,f.,"<div class=""oldnorse bodytext""><i>dungeon</i>, = myrkvastofa.</div>","dungeon, = myrkvastofa.",dungeon
5476,dynkr,\N,main,[dynkr],n.,m.,"<div class=""oldnorse bodytext"">= dykr, dynr.</div>","= dykr, dynr.",\N
5497,dýrahold,\N,main,[dyːrahɔld],n.,n.,"<div class=""oldnorse bodytext""><i>flesh of animals</i>.</div>",flesh of animals.,flesh of animals
5512,dýrðarsamliga,\N,main,[dyːrðarsamliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>gloriously</i>.</div>",gloriously.,gloriously
5514,dýrðarsamr,\N,main,[dyːrðarsamr],a. ,\N,"<div class=""oldnorse bodytext""><i>glorious</i>.</div>",glorious.,glorious
5515,frægðarfullr,\N,main,[frɛːɣðarvulːr],a. ,\N,"<div class=""oldnorse bodytext""><i>glorious</i>.</div>",glorious.,glorious
5516,frægðarsamligr,\N,main,[frɛːɣðarsamliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>glorious</i>.</div>",glorious.,glorious
5517,lofsamligr,\N,main,[lɔfsamliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>glorious</i>.</div>",glorious.,glorious
5525,dýrhundr,\N,main,[dyːrhundr],n.,m.,"<div class=""oldnorse bodytext""><i>deer-hound, fox-hound</i>.</div>","deer-hound, fox-hound.","deer-hound, fox-hound"
5544,dælleiki,\N,main,[dɛːlːɛiki],n.,m.,"<div class=""oldnorse bodytext""><i>familiarity</i>; gør allt í dælleikum við oss, <i>make no ceremony with us</i>.</div>","familiarity; gør allt í dælleikum við oss, make no ceremony with us.",familiarity
5555,dœgraskipti,\N,main,[dœːɣraskipti],n.,n.,"<div class=""oldnorse bodytext"">= dœgrafar.</div>",= dœgrafar.,\N
5559,dœl,\N,main,[dœːl],n.,f.,"<div class=""oldnorse bodytext""><i>a little dale, recess</i>.</div>","a little dale, recess.","a little dale, recess"
5591,døkkbrúnaðr,\N,main,[døkːbruːnaðr],a. ,\N,"<div class=""oldnorse bodytext""><i>dark-brown</i>.</div>",dark-brown.,dark-brown
5592,døkkbrúnn,\N,main,[døkːbruːnː],a. ,\N,"<div class=""oldnorse bodytext""><i>dark-brown</i>.</div>",dark-brown.,dark-brown
5610,eða,\N,main,[ɛða],\N,\N,"<div class=""oldnorse bodytext"">conj.,</div>","conj.,",\N
5616,eðliborinn,\N,main,[ɛðlibɔrinː],pp. ,\N,"<div class=""oldnorse bodytext""><i>born in wedlock</i>.</div>",born in wedlock.,born in wedlock
5618,eðlislög,\N,main,[ɛðlislœɣ],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>law of nature</i>.</div>",pl. law of nature.,law of nature
5620,eðlisskapan,\N,main,[ɛðlisːkapan],n.,f.,"<div class=""oldnorse bodytext""><i>natural condition or quality</i>.</div>",natural condition or quality.,natural condition or quality
5683,eiðafullting,\N,main,[ɛiðavulːtinɣ],n.,n.,"<div class=""oldnorse bodytext""><i>oath-help</i>.</div>",oath-help.,oath-help
5692,eiðfœring,\N,main,[ɛiðvœːrinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>charging by an oath</i>.</div>",charging by an oath.,charging by an oath
5711,eiginbóndi,\N,main,[ɛiɣinboːndi],n.,m.,"<div class=""oldnorse bodytext""><i>husband</i>.</div>",husband.,husband
5712,eiginmaðr,\N,main,[ɛiɣinmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>husband</i>.</div>",husband.,husband
5717,eigingirnd,\N,main,[ɛiɣinɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>selfishness</i>.</div>",selfishness.,selfishness
5720,eiginhúsfrú,\N,main,[ɛiɣinhuːsfruː],n.,f.,"<div class=""oldnorse bodytext""><i>wife</i>.</div>",wife.,wife
5721,eiginkona,\N,main,[ɛiɣinkɔna],n.,f.,"<div class=""oldnorse bodytext""><i>wife</i>.</div>",wife.,wife
5723,eiginkvángaðr,\N,main,[ɛiɣinkvaːnɣaðr],pp. ,\N,"<div class=""oldnorse bodytext""><i>lawfully married</i> (of a man).</div>",lawfully married (of a man).,lawfully married
5731,eiginnafn,\N,main,[ɛiɣinːavn],n.,n.,"<div class=""oldnorse bodytext""><i>proper name</i>.</div>",proper name.,proper name
5732,eignarnafn,\N,main,[ɛiɣnarnavn],n.,n.,"<div class=""oldnorse bodytext""><i>proper name</i>.</div>",proper name.,proper name
5744,eignarjörð,\N,main,[ɛiɣnarjœrð],n.,f.,"<div class=""oldnorse bodytext""><i>patrimony</i>.</div>",patrimony.,patrimony
5745,föðurleif,\N,main,[fœðurlɛiv],n.,f.,"<div class=""oldnorse bodytext""><i>patrimony</i>.</div>",patrimony.,patrimony
5746,föðurleifð,\N,main,[fœðurlɛivð],n.,f.,"<div class=""oldnorse bodytext""><i>patrimony</i>.</div>",patrimony.,patrimony
5754,eignarvitni,\N,main,[ɛiɣnarvitni],n.,n.,"<div class=""oldnorse bodytext""><i>witness of ownership</i>.</div>",witness of ownership.,witness of ownership
5758,eigrœnn,\N,main,[ɛiɣrœːnː],a. ,\N,"<div class=""oldnorse bodytext""><i>evergreen</i>.</div>",evergreen.,evergreen
5763,eikarstofn,\N,main,[ɛikarstɔvn],n.,m.,"<div class=""oldnorse bodytext""><i>oak stump, oak stub</i>.</div>","oak stump, oak stub.","oak stump, oak stub"
5791,eimi,\N,main,[ɛimi],n.,m.,"<div class=""oldnorse bodytext""><i>reek, vapour</i>.</div>","reek, vapour.","reek, vapour"
5847,einhleypingr,\N,main,[ɛinhlɐypinɣr],n.,m.,"<div class=""oldnorse bodytext""><i>single person without hearth or home</i>.</div>",single person without hearth or home.,single person without hearth or home
5868,einkaleyfi,\N,main,[ɛinkalɐyvi],n.,n.,"<div class=""oldnorse bodytext""><i>special lease</i>.</div>",special lease.,special lease
5884,einkenning,\N,main,[ɛinkɛnːinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>distinction</i>.</div>",distinction.,distinction
5896,einlyndr,\N,main,[ɛinlyndr],a. ,\N,"<div class=""oldnorse bodytext""><i>obstinate, stubborn</i>.</div>","obstinate, stubborn.","obstinate, stubborn"
5897,þráhaldr,\N,main,[θraːhaldr],a. ,\N,"<div class=""oldnorse bodytext""><i>obstinate, stubborn</i>.</div>","obstinate, stubborn.","obstinate, stubborn"
5915,einnig,\N,main,[ɛinːiɣ],adv.,\N,"<div class=""oldnorse bodytext"">(= einn veg),  <i>in the same way, likewise, also</i>; á ~ (= á einn veg), <i>in the same manner</i>.</div>","(= einn veg),  in the same way, likewise, also; á ~ (= á einn veg), in the same manner.","in the same way, likewise, also"
5919,einráðr,\N,main,[ɛinraːðr],a. ,\N,"<div class=""oldnorse bodytext""><i>self-willed</i>.</div>",self-willed.,self-willed
5930,einsetuklefi,\N,main,[ɛinsɛtuklɛvi],n.,m.,"<div class=""oldnorse bodytext""><i>hermit’s cell</i>.</div>",hermit’s cell.,hermit’s cell
5936,einsetumaðr,\N,main,[ɛinsɛtumaðr],n.,m.,"<div class=""oldnorse bodytext"">= einsetubróðir.</div>",= einsetubróðir.,\N
5968,einvaldsherra,\N,main,[ɛinvaldshɛrːa],n.,m.,"<div class=""oldnorse bodytext""><i>autocrat, monarch</i>.</div>","autocrat, monarch.","autocrat, monarch"
5996,eirbaugr,\N,main,[ɛirbɒuɣr],n.,m.,"<div class=""oldnorse bodytext"">brazen ring.</div>",brazen ring.,\N
6022,Eistr,\N,main,[ɛistr],n.,m.,"<div class=""oldnorse bodytext"">pl. the Esthonians.</div>",pl. the Esthonians.,\N
6069,el,\N,main,[ɛl],\N,\N,"<div class=""oldnorse bodytext"">from ala.</div>",from ala.,\N
6078,eldbrandr,\N,main,[ɛldbrandr],n.,m.,"<div class=""oldnorse bodytext""><i>firebrand</i>.</div>",firebrand.,firebrand
6079,eldistokkr,\N,main,[ɛldistɔkːr],n.,m.,"<div class=""oldnorse bodytext""><i>firebrand</i>.</div>",firebrand.,firebrand
6085,eldgróf,\N,main,[ɛldɣroːv],n.,f.,"<div class=""oldnorse bodytext""><i>fire-pit</i>.</div>",fire-pit.,fire-pit
6094,eldiligr,\N,main,[ɛldiliɣr],adj.,\N,"<div class=""oldnorse bodytext"">a. elderly, old-looking.</div>","a. elderly, old-looking.",\N
6096,eldingaflaug,\N,main,[ɛldinɣavlɒuɣ],n.,n.,"<div class=""oldnorse bodytext"">, flash of lightning.</div>",", flash of lightning.",\N
6097,eldingaflug,\N,main,[ɛldinɣavluɣ],n.,n.,"<div class=""oldnorse bodytext"">, flash of lightning.</div>",", flash of lightning.",\N
6111,eldsdaunn,\N,main,[ɛldsdɒunː],n.,m.,"<div class=""oldnorse bodytext"">smell of pre (kenna eldsdaun).</div>",smell of pre (kenna eldsdaun).,\N
6138,eldsviðr,\N,main,[ɛldsviðr],n.,m.,"<div class=""oldnorse bodytext"">eldiviðr.</div>",eldiviðr.,\N
6141,eldsætinn,\N,main,[ɛldsɛːtinː],a. ,\N,"<div class=""oldnorse bodytext""><i>habitually sitting by the fire</i> (for warmth).</div>",habitually sitting by the fire (for warmth).,habitually sitting by the fire
6144,Elfarbyggjar,\N,main,[ɛlvarbygːjar],n.,m.,"<div class=""oldnorse bodytext"">pl. <i>the dwellers on the banks of the Gotha</i> (Gautelfr).</div>",pl. the dwellers on the banks of the Gotha (Gautelfr).,the dwellers on the banks of the Gotha
6219,em,\N,main,[ɛm],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6220,eru,\N,main,[ɛru],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6221,óru,\N,main,[oːru],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6222,séð,\N,main,[seːð],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6223,sém,\N,main,[seːm],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6224,var,\N,main,[var],\N,\N,"<div class=""oldnorse bodytext"">from vera.</div>",from vera.,\N
6232,emenda,\N,main,[ɛmɛnda],\N,\N,"<div class=""oldnorse bodytext"">(að), v. <i>to emend</i> (a book).</div>","(að), v. to emend (a book).",to emend
6243,endalok,\N,main,[ɛndalɔk],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>end, conclusion</i>.</div>","pl. end, conclusion.","end, conclusion"
6250,endemi,\N,main,[ɛndɛmi],n.,n.,"<div class=""oldnorse bodytext"">= eindœmi 2, <i>something unexampled or unheard of</i> (þat er undr ok ~);</div>","= eindœmi 2, something unexampled or unheard of (þat er undr ok ~);",something unexampled or unheard of
6253,endemligr,\N,main,[ɛndɛmliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>wonderful, strange</i>.</div>","wonderful, strange.","wonderful, strange"
6303,endrnýjan,\N,main,[ɛndrnyːjan],n.,f.,"<div class=""oldnorse bodytext""><i>renewal</i>.</div>",renewal.,renewal
6340,englalið,\N,main,[ɛnɣlalið],n.,n.,"<div class=""oldnorse bodytext"">coll. angels.</div>",coll. angels.,\N
6387,eptirglíkjari,\N,main,[ɛptirɣliːkjari],n.,m.,"<div class=""oldnorse bodytext""><i>imitator</i>.</div>",imitator.,imitator
6397,eptirlátr,\N,main,[ɛptirlaːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>indulgent</i>; sér ~, <i>self-indulgent</i>.</div>","indulgent; sér ~, self-indulgent.",indulgent
6443,erendreki,\N,main,[ɛrɛndrɛki],n.,m.,"<div class=""oldnorse bodytext""><i>messenger</i>.</div>",messenger.,messenger
6444,sendiboði,\N,main,[sɛndibɔði],n.,m.,"<div class=""oldnorse bodytext""><i>messenger</i>.</div>",messenger.,messenger
6465,erfiðari,\N,main,[ɛrviðari],n.,m.,"<div class=""oldnorse bodytext""><i>labourer</i>.</div>",labourer.,labourer
6496,erindi,\N,main,[ɛrindi],n.,n.,"<div class=""oldnorse bodytext"">; see erendi.</div>",; see erendi.,\N
6497,eyrendi,\N,main,[ɐyrɛndi],n.,n.,"<div class=""oldnorse bodytext"">; see erendi.</div>",; see erendi.,\N
6513,erlendast,\N,main,[ɛrlɛndast],v. refl. ,\N,"<div class=""oldnorse bodytext""><i>to go into exile</i>.</div>",to go into exile.,to go into exile
6516,erlendis,\N,main,[ɛrlɛndis],adv.,\N,"<div class=""oldnorse bodytext""><i>abroad, in a foreign land</i>.</div>","abroad, in a foreign land.","abroad, in a foreign land"
6519,erlendr,\N,main,[ɛrlɛndr],a. ,\N,"<div class=""oldnorse bodytext""><i>foreign</i>.</div>",foreign.,foreign
6553,espingr,\N,main,[ɛspinɣr],n.,m.,"<div class=""oldnorse bodytext""><i>a ship’s boat</i>.</div>",a ship’s boat.,a ship’s boat
6565,eybui,\N,main,[ɐybui],n.,m.,"<div class=""oldnorse bodytext""><i>islander</i>.</div>",islander.,islander
6566,eyjamaðr,\N,main,[ɐyjamaðr],n.,m.,"<div class=""oldnorse bodytext""><i>islander</i>.</div>",islander.,islander
6567,eyjarmaðr,\N,main,[ɐyjarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>islander</i>.</div>",islander.,islander
6606,eyjarskekill,\N,main,[ɐyjarskɛkilː],n.,m.,"<div class=""oldnorse bodytext""><i>strip of an island, small island</i>.</div>","strip of an island, small island.","strip of an island, small island"
6612,eyk,\N,main,[ɐyk],\N,\N,"<div class=""oldnorse bodytext"">from auka.</div>",from auka.,\N
6613,jók,\N,main,[joːk],\N,\N,"<div class=""oldnorse bodytext"">from auka.</div>",from auka.,\N
6623,eyktarhelgr,\N,main,[ɐyktarhɛlɣr],n.,f.,"<div class=""oldnorse bodytext"">= nónhelgr.</div>",= nónhelgr.,\N
6625,eyktartíð,\N,main,[ɐyktartiːð],n.,f.,"<div class=""oldnorse bodytext"">= nóntíð.</div>",= nóntíð.,\N
6648,eyrna,\N,main,[ɐyrna],\N,\N,"<div class=""oldnorse bodytext"">gen. pl., see erendi 3.</div>","gen. pl., see erendi 3.",\N
6658,eyrsilfr,\N,main,[ɐyrsilvr],n.,n.,"<div class=""oldnorse bodytext""><i>quicksilver, mercury</i>.</div>","quicksilver, mercury.","quicksilver, mercury"
6661,eyröggr,\N,main,[ɐyrœgːr],adj.,\N,"<div class=""oldnorse bodytext"">a. = ørrugr.</div>",a. = ørrugr.,\N
6662,eys,\N,main,[ɐys],\N,\N,"<div class=""oldnorse bodytext"">from ausa.</div>",from ausa.,\N
6676,faðmlag,\N,main,[faðmlaɣ],n.,n.,"<div class=""oldnorse bodytext""><i>embrace</i>.</div>",embrace.,embrace
6678,faðmlagast,\N,main,[faðmlaɣast],v. refl.,\N,"<div class=""oldnorse bodytext"">v. refl. = faðmast.</div>",v. refl. = faðmast.,\N
6679,faðmleggjast,\N,main,[faðmlɛgːjast],v. refl.,\N,"<div class=""oldnorse bodytext"">v. refl. = leggjast í faðma, faðmast.</div>","v. refl. = leggjast í faðma, faðmast.",\N
6702,fagnaðarsamliga,\N,main,[faɣnaðarsamliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>joyfully</i>.</div>",joyfully.,joyfully
6738,fagrmálugr,\N,main,[faɣrmaːluɣr],a. ,\N,"<div class=""oldnorse bodytext"">= fagrmáll.</div>",= fagrmáll.,\N
6751,fal,\N,main,[fal],\N,\N,"<div class=""oldnorse bodytext"">from fela.</div>",from fela.,\N
6752,fálu,\N,main,[faːlu],\N,\N,"<div class=""oldnorse bodytext"">from fela.</div>",from fela.,\N
6753,folginn,\N,main,[fɔlɣinː],\N,\N,"<div class=""oldnorse bodytext"">from fela.</div>",from fela.,\N
6766,falljaki,\N,main,[falːjaki],n.,m.,"<div class=""oldnorse bodytext""><i>ice-berg</i>.</div>",ice-berg.,ice-berg
6770,fallvaltligr,\N,main,[falːvaltliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>unsteady, changeable, uncertain</i> (~ fagnaðr þessa heims).</div>","unsteady, changeable, uncertain (~ fagnaðr þessa heims).","unsteady, changeable, uncertain"
6792,falsligr,\N,main,[falsliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>false</i>.</div>",false.,false
6794,falsóttr,\N,main,[falsoːtːr],a. ,\N,"<div class=""oldnorse bodytext""><i>deceitful</i>.</div>",deceitful.,deceitful
6795,flærðarfullr,\N,main,[flɛːrðarvulːr],a. ,\N,"<div class=""oldnorse bodytext""><i>deceitful</i>.</div>",deceitful.,deceitful
6803,falsspámaðr,\N,main,[falsːpaːmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>false prophet</i>.</div>",false prophet.,false prophet
6836,fann,\N,main,[fanː],\N,\N,"<div class=""oldnorse bodytext"">from finna.</div>",from finna.,\N
6837,fundinn,\N,main,[fundinː],\N,\N,"<div class=""oldnorse bodytext"">from finna.</div>",from finna.,\N
6840,fannhvítr,\N,main,[fanːhviːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>snow-white</i>.</div>",snow-white.,snow-white
6841,mjallhvítr,\N,main,[mjalːhviːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>snow-white</i>.</div>",snow-white.,snow-white
6842,snjóhvítr,\N,main,[snjoːhviːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>snow-white</i>.</div>",snow-white.,snow-white
6844,fannmikill,\N,main,[fanːmikilː],a. ,\N,"<div class=""oldnorse bodytext""><i>snowy</i>.</div>",snowy.,snowy
6845,snjóligr,\N,main,[snjoːliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>snowy</i>.</div>",snowy.,snowy
6854,farandkona,\N,main,[farandkɔna],n.,f.,"<div class=""oldnorse bodytext""><i>beggar-woman</i>.</div>",beggar-woman.,beggar-woman
6855,farkona,\N,main,[farkɔna],n.,f.,"<div class=""oldnorse bodytext""><i>beggar-woman</i>.</div>",beggar-woman.,beggar-woman
6919,farrak,\N,main,[farːak],n.,n.,"<div class=""oldnorse bodytext""><i>strait, dillema</i>; at þú komir aldri síðan í slíkt ~, <i>in such a strait</i>; þat hafði Þórði orðit til ~s, at, <i>that mishap had befallen Thord, that</i>.</div>","strait, dillema; at þú komir aldri síðan í slíkt ~, in such a strait; þat hafði Þórði orðit til ~s, at, that mishap had befallen Thord, that.","strait, dillema"
6922,farskip,\N,main,[farskip],n.,n.,"<div class=""oldnorse bodytext""><i>ferry-boat</i>.</div>",ferry-boat.,ferry-boat
6943,fasteygðr,\N,main,[fastɐyɣðr],a. ,\N,"<div class=""oldnorse bodytext""><i>firm-eyed</i>.</div>",firm-eyed.,firm-eyed
6963,fastorðr,\N,main,[fastɔrðr],a. ,\N,"<div class=""oldnorse bodytext""><i>true to one’s word</i>.</div>",true to one’s word.,true to one’s word
6978,fatabúningr,\N,main,[fatabuːninɣr],n.,m.,"<div class=""oldnorse bodytext""><i>apparel</i>.</div>",apparel.,apparel
6979,klæðabúnaðr,\N,main,[klɛːðabuːnaðr],n.,m.,"<div class=""oldnorse bodytext""><i>apparel</i>.</div>",apparel.,apparel
6998,fauk,\N,main,[fɒuk],\N,\N,"<div class=""oldnorse bodytext"">from fjúka.</div>",from fjúka.,\N
6999,fokinn,\N,main,[fɔkinː],\N,\N,"<div class=""oldnorse bodytext"">from fjúka.</div>",from fjúka.,\N
7000,fyki,\N,main,[fyki],\N,\N,"<div class=""oldnorse bodytext"">from fjúka.</div>",from fjúka.,\N
7011,fádœmisfrœði,\N,main,[faːdœːmisfrœːði],n.,f.,"<div class=""oldnorse bodytext""><i>want of knowledge, ignorance</i>.</div>","want of knowledge, ignorance.","want of knowledge, ignorance"
7012,vankunnandi,\N,main,[vankunːandi],n.,f.,"<div class=""oldnorse bodytext""><i>want of knowledge, ignorance</i>.</div>","want of knowledge, ignorance.","want of knowledge, ignorance"
7014,fádœmisfrœðr,\N,main,[faːdœːmisfrœːðr],a. ,\N,"<div class=""oldnorse bodytext""><i>ignorant</i>.</div>",ignorant.,ignorant
7015,fákunnigr,\N,main,[faːkunːiɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>ignorant</i>.</div>",ignorant.,ignorant
7016,kunnáttulítill,\N,main,[kunːaːtːuliːtilː],a. ,\N,"<div class=""oldnorse bodytext""><i>ignorant</i>.</div>",ignorant.,ignorant
7023,fáganarmaðr,\N,main,[faːɣanarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>worshipper</i>.</div>",worshipper.,worshipper
7024,göfgari,\N,main,[gœvɣari],n.,m.,"<div class=""oldnorse bodytext""><i>worshipper</i>.</div>",worshipper.,worshipper
7034,fáhœfr,\N,main,[faːhœːvr],a. ,\N,"<div class=""oldnorse bodytext""><i>of little use</i>.</div>",of little use.,of little use
7042,fákunnandi,\N,main,[faːkunːandi],n.,f.,"<div class=""oldnorse bodytext""><i>ignorance</i>.</div>",ignorance.,ignorance
7043,fákunnasta,\N,main,[faːkunːasta],n.,f.,"<div class=""oldnorse bodytext""><i>ignorance</i>.</div>",ignorance.,ignorance
7044,úkunnandi,\N,main,[uːkunːandi],n.,f.,"<div class=""oldnorse bodytext""><i>ignorance</i>.</div>",ignorance.,ignorance
7045,úkœnska,\N,main,[uːkœːnska],n.,f.,"<div class=""oldnorse bodytext""><i>ignorance</i>.</div>",ignorance.,ignorance
7084,fársskapr,\N,main,[faːrsːkapr],n.,m.,"<div class=""oldnorse bodytext""><i>fierceness</i>.</div>",fierceness.,fierceness
7088,fáryðri,\N,main,[faːryðri],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>foul language</i>.</div>",pl. foul language.,foul language
7089,glœpyrði,\N,main,[glœːpyrði],n.,n.,"<div class=""oldnorse bodytext"">pl. <i>foul language</i>.</div>",pl. foul language.,foul language
7096,fáskrúðigr,\N,main,[faːskruːðiɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>meagre, poor</i>.</div>","meagre, poor.","meagre, poor"
7099,fáskýrligr,\N,main,[faːskyːrliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>foolish, silly</i>.</div>","foolish, silly.","foolish, silly"
7103,fátiðligr,\N,main,[faːtiðliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>uncommon, rare</i>.</div>","uncommon, rare.","uncommon, rare"
7107,fátt,\N,main,[faːtː],\N,\N,"<div class=""oldnorse bodytext"">from fár, <i>few</i>.</div>","from fár, few.",few
7108,færi,\N,main,[fɛːri],\N,\N,"<div class=""oldnorse bodytext"">from fár, <i>few</i>.</div>","from fár, few.",few
7111,fátœkdómr,\N,main,[faːtœːkdoːmr],n.,m.,"<div class=""oldnorse bodytext""><i>poverty</i>.</div>",poverty.,poverty
7121,fávitra,\N,main,[faːvitra],n.,f.,"<div class=""oldnorse bodytext""><i>unwisdom, folly</i>.</div>","unwisdom, folly.","unwisdom, folly"
7151,feginsamligr,\N,main,[fɛɣinsamliɣr],a. ,\N,"<div class=""oldnorse bodytext""><i>joyful</i>.</div>",joyful.,joyful
7153,fégirnd,\N,main,[feːɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>avarice</i>.</div>",avarice.,avarice
7157,fégjöf,\N,main,[feːɣjœv],n.,f.,"<div class=""oldnorse bodytext""><i>gift of money</i>.</div>",gift of money.,gift of money
7165,fegri,\N,main,[fɛɣri],\N,\N,"<div class=""oldnorse bodytext"">from fagr, <i>fair</i>.</div>","from fagr, fair.",fair
7166,fegrstr,\N,main,[fɛɣrstr],\N,\N,"<div class=""oldnorse bodytext"">from fagr, <i>fair</i>.</div>","from fagr, fair.",fair
7193,fekk,\N,main,[fɛkː],\N,\N,"<div class=""oldnorse bodytext"">from fá.</div>",from fá.,\N
7216,félát,\N,main,[feːlaːt],n.,n.,"<div class=""oldnorse bodytext""><i>loss of money</i>.</div>",loss of money.,loss of money
7217,fjárlát,\N,main,[fjaːrlaːt],n.,n.,"<div class=""oldnorse bodytext""><i>loss of money</i>.</div>",loss of money.,loss of money
7219,feld,\N,main,[fɛld],\N,\N,"<div class=""oldnorse bodytext"">from falda.</div>",from falda.,\N
7251,fémætr,\N,main,[feːmɛːtr],a. ,\N,"<div class=""oldnorse bodytext""><i>valuable</i>.</div>",valuable.,valuable
7252,fjárverðr,\N,main,[fjaːrvɛrðr],a. ,\N,"<div class=""oldnorse bodytext""><i>valuable</i>.</div>",valuable.,valuable
7271,fépynd,\N,main,[feːpynd],n.,f.,"<div class=""oldnorse bodytext""><i>extortion</i>.</div>",extortion.,extortion
7286,ferfaldr,\N,main,[fɛrvaldr],a. ,\N,"<div class=""oldnorse bodytext""><i>fourfold</i>.</div>",fourfold.,fourfold
7307,ferming,\N,main,[fɛrminɣ],n.,f.,"<div class=""oldnorse bodytext""><i>confirmation</i>.</div>",confirmation.,confirmation
7310,ferr,\N,main,[fɛrː],\N,\N,"<div class=""oldnorse bodytext"">from fara.</div>",from fara.,\N
7311,fór,\N,main,[foːr],\N,\N,"<div class=""oldnorse bodytext"">from fara.</div>",from fara.,\N
