index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num,doc_token_index
6,27,sacrisque,adjective,sacerqus,sacr,amod,7,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'cris', 'que']",[sakrɪskʷɛ],4,\N,50,39141
7,27,litatis,noun,litas,litat,obl,8,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['li', 'ta', 'tis']",[lɪt̪at̪ɪs],4,\N,50,39142
8,27,indulge,verb,indulgo,indulg,conj,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'dul', 'ge']",[ɪn̪d̪ʊɫgɛ],4,\N,51,39143
9,27,hospitio,noun,hospitio,hospiti,nsubj,8,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hos', 'pi', 'ti', 'o']",[hɔspɪt̪ɪ̣jɔ],4,\N,51,39144
10,27,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,4,\N,51,39145
11,27,causasque,noun,causasqus,caus,obj,12,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cau', 'sas', 'que']",[kawsaskʷɛ],4,\N,51,39146
12,27,innecte,verb,innecto,innect,conj,8,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'nec', 'te']",[ɪn̪n̪ɛkt̪ɛ],4,\N,51,39147
13,27,morandi,verb,moror,morand,ccomp,12,"{Aspect: [prospective], Case: [genitive], Gender: [neuter], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['mo', 'ran', 'di']",[mɔran̪d̪ɪ],4,\N,51,39148
14,27,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,4,\N,51,39149
15,27,dum,subordinating_conjunction,dum,dum,mark,17,\N,{F: [pos]},['dum'],[d̪ũː],4,\N,52,39150
16,27,pelago,noun,pelagum,pelag,obl:arg,17,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pe', 'la', 'go']",[pɛlagɔ],4,\N,52,39151
17,27,desaevit,verb,desaicio,desaevi,advcl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'sae', 'vit']",[d̪ɛsajwɪt̪],4,\N,52,39152
18,27,hiemps,noun,hiemps,hiemp,nsubj,17,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hi', 'em', 'ps']",[hɪ̣jɛmps],4,\N,52,39153
19,27,et,coordinating_conjunction,et,et,cc,21,\N,{F: [pos]},['et'],[ɛt̪],4,\N,52,39154
20,27,aquosus,adjective,aquosus,aquos,amod,21,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['a', 'quo', 'sus']",[akʷɔsʊs],4,\N,52,39155
21,27,Orion,noun,Orion,Orion,conj,18,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ri', 'on']",[ɔrɪ̣jɔn̪],4,\N,52,39156
22,27,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N,4,\N,52,39157
23,27,quassataeque,adjective,quassatatus,quassat,amod,24,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['quas', 'sa', 'tae', 'que']",[kʷassat̪ajkʷɛ],4,\N,53,39158
24,27,rates,noun,ratis,rat,conj,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ra', 'tes']",[rat̪ɛs],4,\N,53,39159
25,27,",",punctuation,",",",",punct,26,\N,\N,"[',']",\N,4,\N,53,39160
26,27,dum,subordinating_conjunction,dum,dum,mark,35,\N,{F: [pos]},['dum'],[d̪ũː],4,\N,53,39161
27,27,non,particle,non,non,advmod:neg,28,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],4,\N,53,39162
28,27,tractabile,adjective,tractabilis,tractabil,amod,29,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['trac', 'ta', 'bi', 'le']",[t̪rakt̪abɪlɛ],4,\N,53,39163
29,27,caelum.,noun,caelum,caelum.,obj,35,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cae', 'lum.']",[kajɫũː],4,\N,53,39164
30,27,"""",other,),"""",cc,35,{Abbreviation: [pos]},\N,"['""']",\N,4,\N,53,39165
31,27,His,determiner,hic,H,nsubj:pass,32,"{Case: [ablative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs],4,\N,54,39166
32,27,dictis,verb,dico,dict,advcl:abs,35,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['dic', 'tis']",[d̪ɪkt̪ɪs],4,\N,54,39167
33,27,incensum,noun,incensus,incens,obj,35,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'cen', 'sum']",[ɪŋkeːn̪sũː],4,\N,54,39168
34,27,animum,noun,animus,anim,obj,35,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mum']",[an̪ɪmũː],4,\N,54,39169
35,27,inflammavit,verb,inflammo,inflammavi,conj,17,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'flam', 'ma', 'vit']",[iːn̪flammawɪt̪],4,\N,54,39170
36,27,amore,noun,amor,amor,obl,35,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mo', 're']",[amɔrɛ],4,\N,54,39171
37,27,",",punctuation,",",",",punct,35,\N,\N,"[',']",\N,4,\N,54,39172
38,27,spemque,noun,spesqui,sp,obj,39,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spem', 'que']",[spɛmkʷɛ],4,\N,55,39173
39,27,dedit,verb,do,dedi,conj,35,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'dit']",[d̪ɛd̪ɪt̪],4,\N,55,39174
40,27,dubiae,noun,dubia,dubi,obl:arg,39,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['du', 'bi', 'ae']",[d̪ʊbɪ̣jaj],4,\N,55,39175
41,27,menti,noun,mens,ment,obl:arg,39,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['men', 'ti']",[mɛn̪t̪ɪ],4,\N,55,39176
42,27,",",punctuation,",",",",punct,43,\N,\N,"[',']",\N,4,\N,55,39177
43,27,solvitque,verb,solvo,solvi,conj,39,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sol', 'vit', 'que']",[sɔɫwɪt̪kʷɛ],4,\N,55,39178
44,27,pudorem,noun,pudor,pudor,obj,43,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pu', 'do', 'rem']",[pʊd̪ɔrẽː],4,\N,55,39179
45,27,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,4,\N,55,39180
0,28,Principio,noun,principium,Principi,obl,2,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['prin', 'ci', 'pi', 'o']",[prɪŋkɪpɪ̣jɔ],4,\N,56,39181
1,28,delubra,noun,delubra,delubr,nsubj,2,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'lu', 'bra']",[d̪ɛlʊbra],4,\N,56,39182
2,28,adeunt,verb,adeo,adeu,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'deunt']",[ad̪ewn̪t̪],4,\N,56,39183
3,28,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,4,\N,56,39184
4,28,pacemque,noun,pacisqum,pac,obj,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'cem', 'que']",[pakɛmkʷɛ],4,\N,56,39185
5,28,per,adposition,per,per,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['per'],[pɛr],4,\N,56,39186
6,28,aras,noun,ara,ar,obl,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ras']",[aras],4,\N,56,39187
7,28,exquirunt,verb,exquiro,exquiru,conj,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'qui', 'runt']",[ɛkskʷɪrʊn̪t̪],4,\N,57,39188
8,28,;,punctuation,;,;,punct,2,\N,\N,[';'],\N,4,\N,57,39189
0,29,mactant,verb,macto,macta,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['mac', 'tant']",[makt̪an̪t̪],4,\N,57,39190
1,29,lectas,noun,lecta,lect,obj,0,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['lec', 'tas']",[lɛkt̪as],4,\N,57,39191
2,29,de,adposition,de,de,case,3,\N,"{F: [pos], N: [neg], V: [neg]}",['de'],[d̪ɛ],4,\N,57,39192
3,29,more,noun,mos,mor,obl,0,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mo', 're']",[mɔrɛ],4,\N,57,39193
4,29,bidentis,verb,bideo,bident,acl,5,"{Aspect: [imperfective], Case: [genitive], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['bi', 'den', 'tis']",[bɪd̪ɛn̪t̪ɪs],4,\N,57,39194
5,29,legiferae,noun,legifera,legifer,nmod,3,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['le', 'gi', 'fe', 'rae']",[lɛgɪfɛraj],4,\N,58,39195
6,29,Cereri,noun,cerus,Cerer,obl:arg,4,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ce', 're', 'ri']",[kɛrɛrɪ],4,\N,58,39196
7,29,Phoeboque,noun,phoebuqum,Phoeb,flat,6,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['phoe', 'bo', 'que']",[pʰojbɔkʷɛ],4,\N,58,39197
8,29,patrique,noun,pater,patr,obl:arg,4,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tri', 'que']",[pat̪rɪkʷɛ],4,\N,58,39198
9,29,Lyaeo,noun,lyaeus,Lyae,flat,7,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ly', 'ae', 'o']",[lyjajjɔ],4,\N,58,39199
10,29,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N,4,\N,58,39200
11,29,Iunoni,noun,iuno,Iunon,obl:arg,0,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'no', 'ni']",[jʊn̪ɔn̪ɪ],4,\N,59,39201
12,29,ante,adposition,ante,ante,case,13,\N,"{F: [pos], N: [neg], V: [neg]}","['an', 'te']",[an̪t̪ɛ],4,\N,59,39202
13,29,omnis,determiner,omnis,omn,nmod,11,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'nis']",[ɔmn̪ɪs],4,\N,59,39203
14,29,",",punctuation,",",",",punct,16,\N,\N,"[',']",\N,4,\N,59,39204
15,29,cui,pronoun,qui,cu,orphan,16,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj],4,\N,59,39205
16,29,vincla,noun,vinclum,vincl,acl:relcl,13,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vin', 'cla']",[wɪŋkla],4,\N,59,39206
17,29,iugalia,adjective,iugalis,iugal,amod,16,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['iu', 'ga', 'li', 'a']",[jʊgalɪ̣ja],4,\N,59,39207
18,29,curae,noun,cura,cur,nmod,16,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cu', 'rae']",[kʊraj],4,\N,59,39208
19,29,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,4,\N,59,39209
0,30,Ipsa,determiner,ipse,Ips,nsubj,13,"{Case: [nominative], Form: [pos], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'sa']",[ɪpsa],4,\N,60,39210
1,30,",",punctuation,",",",",punct,0,\N,\N,"[',']",\N,4,\N,60,39211
2,30,tenens,verb,teneo,tene,advcl,13,"{Aspect: [imperfective], Case: [nominative], Gender: [feminine], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['te', 'nens']",[t̪ɛn̪eːn̪s],4,\N,60,39212
3,30,dextra,adjective,dexter,dextr,obj,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['dex', 'tra']",[d̪ɛkst̪ra],4,\N,60,39213
4,30,pateram,noun,patera,pater,obj,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'te', 'ram']",[pat̪ɛrãː],4,\N,60,39214
5,30,",",punctuation,",",",",punct,2,\N,\N,"[',']",\N,4,\N,60,39215
6,30,pulcherrima,adjective,pulcher,pulcherrim,amod,7,"{Case: [nominative], Degree: [absolute_superlative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pul', 'cher', 'ri', 'ma']",[pʊɫkʰɛrrɪma],4,\N,60,39216
7,30,Dido,noun,didus,Did,nsubj,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'do']",[d̪ɪd̪ɔ],4,\N,60,39217
8,30,candentis,verb,cando,candent,acl,9,"{Aspect: [imperfective], Case: [genitive], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['can', 'den', 'tis']",[kan̪d̪ɛn̪t̪ɪs],4,\N,61,39218
9,30,vaccae,noun,vacca,vacc,nmod,7,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vac', 'cae']",[wakkaj],4,\N,61,39219
10,30,media,adjective,medius,med,obj,13,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['me', 'di', 'a']",[mɛd̪ɪ̣ja],4,\N,61,39220
11,30,inter,adposition,inter,inter,case,12,\N,"{F: [pos], N: [neg], V: [neg]}","['in', 'ter']",[ɪn̪t̪ɛr],4,\N,61,39221
12,30,cornua,noun,cornu,cornu,obl,13,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'nu', 'a']",[kɔrn̪ʊja],4,\N,61,39222
13,30,fundit,verb,fundo,fundi,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fun', 'dit']",[fʊn̪d̪ɪt̪],4,\N,61,39223
14,30,",",punctuation,",",",",punct,20,\N,\N,"[',']",\N,4,\N,61,39224
15,30,aut,coordinating_conjunction,aut,aut,cc,20,\N,{F: [pos]},['aut'],[awt̪],4,\N,62,39225
16,30,ante,adposition,ante,ante,case,17,\N,"{F: [pos], N: [neg], V: [neg]}","['an', 'te']",[an̪t̪ɛ],4,\N,62,39226
17,30,ora,noun,ora,or,obl,20,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ra']",[ɔra],4,\N,62,39227
18,30,deum,noun,deus,de,obj,20,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm],4,\N,62,39228
19,30,pinguis,noun,pingua,pingu,nsubj:pass,20,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pin', 'gu', 'is']",[pɪŋgʷɪs],4,\N,62,39229
20,30,spatiatur,verb,spatio,spatia,conj,13,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['spa', 'ti', 'a', 'tur']",[spat̪ɪ̣jat̪ʊr],4,\N,62,39230
21,30,ad,adposition,ad,ad,case,22,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪],4,\N,62,39231
22,30,aras,noun,ara,ar,obl:arg,20,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ras']",[aras],4,\N,62,39232
23,30,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N,4,\N,62,39233
24,30,instauratque,verb,instauro,instaura,conj,13,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'stau', 'rat', 'que']",[iːn̪st̪awrat̪kʷɛ],4,\N,63,39234
25,30,diem,noun,dies,di,obj,24,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'em']",[d̪ɪ̣jẽː],4,\N,63,39235
26,30,donis,noun,donum,don,obl,24,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['do', 'nis']",[d̪ɔn̪ɪs],4,\N,63,39236
27,30,",",punctuation,",",",",punct,33,\N,\N,"[',']",\N,4,\N,63,39237
28,30,pecudumque,adjective,pecudus,pecud,nmod,30,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['pe', 'cu', 'dum', 'que']",[pɛkʊd̪ʊmkʷɛ],4,\N,63,39238
29,30,reclusis,adjective,reclusis,reclus,amod,30,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['re', 'clu', 'sis']",[rɛklʊsɪs],4,\N,63,39239
30,30,pectoribus,noun,pector,pector,obl,31,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pec', 'to', 'ri', 'bus']",[pɛkt̪ɔrɪbʊs],4,\N,64,39240
31,30,inhians,verb,inhio,inhia,advcl,33,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'hi', 'ans']",[ɪn̪hɪ̣jaːn̪s],4,\N,64,39241
32,30,spirantia,verb,spiro,spirant,ccomp,33,"{Aspect: [imperfective], Case: [nominative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['spi', 'ran', 'ti', 'a']",[spɪran̪t̪ɪ̣ja],4,\N,64,39242
33,30,consulit,verb,consero,consuli,conj,24,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'su', 'lit']",[kɔːn̪sʊlɪt̪],4,\N,64,39243
34,30,exta,noun,exta,ext,obj,33,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ex', 'ta']",[ɛkst̪a],4,\N,64,39244
35,30,.,punctuation,.,.,punct,13,\N,\N,['.'],\N,4,\N,64,39245
0,31,Heu,verb,heor,He,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['heu'],[hew],4,\N,65,39246
1,31,vatum,noun,vatum,vat,obj,0,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['va', 'tum']",[wat̪ũː],4,\N,65,39247
2,31,ignarae,adjective,ignarus,ignar,amod,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ig', 'na', 'rae']",[ɪŋn̪araj],4,\N,65,39248
3,31,mentes,noun,mens,ment,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['men', 'tes']",[mɛn̪t̪ɛs],4,\N,65,39249
4,31,!,pronoun,sum,!,cop,3,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['!'],\N,4,\N,65,39250
5,31,quid,pronoun,quis,quid,obj,0,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],4,\N,65,39251
6,31,vota,noun,votus,vot,flat,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vo', 'ta']",[wɔt̪a],4,\N,65,39252
7,31,furentem,verb,furio,furent,acl,6,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fu', 'ren', 'tem']",[fʊrɛn̪t̪ẽː],4,\N,65,39253
8,31,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N,4,\N,65,39254
9,31,quid,pronoun,quis,quid,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],4,\N,66,39255
10,31,delubra,noun,delubra,delubr,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'lu', 'bra']",[d̪ɛlʊbra],4,\N,66,39256
11,31,iuvant,verb,iuvo,iuva,conj,0,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['iu', 'vant']",[jʊwan̪t̪],4,\N,66,39257
12,31,?,punctuation,?,?,punct,0,\N,\N,['?'],\N,4,\N,66,39258
0,32,Est,auxiliary,sum,Es,cop,1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],4,\N,66,39259
1,32,mollis,adjective,mollis,moll,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mol', 'lis']",[mɔɫlɪs],4,\N,66,39260
2,32,flamma,noun,flamma,flamm,nsubj,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['flam', 'ma']",[flamma],4,\N,66,39261
3,32,medullas,noun,medulla,medull,obl,1,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['me', 'dul', 'las']",[mɛd̪ʊɫlas],4,\N,66,39262
4,32,interea,adverb,interea,intere,advmod,1,\N,"{F: [neg], N: [pos], V: [pos]}","['in', 'te', 're', 'a']",[ɪn̪t̪ɛrɛ̣ja],4,\N,67,39263
5,32,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N,4,\N,67,39264
6,32,et,coordinating_conjunction,et,et,cc,8,\N,{F: [pos]},['et'],[ɛt̪],4,\N,67,39265
7,32,tacitum,verb,taceo,tacit,csubj,8,"{Aspect: [perfective], Case: [nominative], Gender: [neuter], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ta', 'ci', 'tum']",[t̪akɪt̪ũː],4,\N,67,39266
