rt_ref_link_id,rt_ref_link_id_old,orig_lang_abbrev,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
712,,,34469,pok,,,15243,ja,,ich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,445,nsloven. russ. poln. ,conflict
707,,,34032,pok,,,14806,e-co,,hic,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,osk. päl. ,conflict
264,,,24549,pok,,,5327,far,,"Dinkel, Spelt; Schrot, Mehl",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,192,osk. umbr.,conflict
2092,,,60566,pok,,,41356,an-,,Verneinungspartikel ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1351,osk. umbr.,conflict
3432,,,85396,pok,,,66181,vorsus,,ein Ackermaß ist ein Terminus der röm. Siedler in Campanien,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2158,osk. umbr. ,conflict
154,,,22410,pok,,,3188,akno-,,"Jahr, Festzeit, Opferzeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,122,osk.-umbr.,conflict
986,,,41204,pok,,,21978,*homi-teros,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,619,osk.-umbr.,conflict
986,,,41205,pok,,,21979,*homi-temos,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,619,osk.-umbr.,conflict
988,,,41229,pok,,,22003,*homōn-,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,619,osk.-umbr.,conflict
1542,,,51505,pok,,,32295,Kluvatiis,,Clovatius,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,980,osk.-umbr.,conflict
1542,,,51506,pok,,,32296,Kluviier,,Cluvii,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,980,osk.-umbr.,conflict
2289,,,63680,pok,,,44470,*pompe,,fünf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1481,osk.-umbr.,conflict
2305,,,64050,pok,,,44840,pro-,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,osk.-umbr.,conflict
2305,,,64051,pok,,,44841,pru-,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,osk.-umbr.,conflict
3197,,,80687,pok,,,61472,tūfera ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2010,osk.-umbr.,conflict
714,,,34525,pok,,,15299,ē-,,aus,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,448,osk.-umbr. ,conflict
1666,,,52930,pok,,,33720,nep,,neque,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1081,osk.-umbr. ,conflict
1666,,,52931,pok,,,33721,neip ,,neque,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1081,osk.-umbr. ,conflict
2296,,,63850,pok,,,44640,per-,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,osk.-umbr. ,conflict
2296,,,63851,pok,,,44641,pert ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,osk.-umbr. ,conflict
475,,,28267,pok,,,9041,teisteren,,reißen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313,ostfries. holl. ,conflict
1630,,,52578,pok,,,33368,schoft ,,"Vorderschulterblat einer Kuh, eines Pferdes",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1059,ostfries. ndl.,conflict
3240,,,81533,pok,,,62318,drempel,,Schwelle,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2034,ostfries. ndl. ,conflict
2642,,,70069,pok,,,50859,Śrem,,ON ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1694,poln. (ven.),conflict
2161,,,61562,pok,,,42352,jadro ,,"sinus; velum, Segel; Netz",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1405,poln. kaschub.,conflict
2031,,,59569,pok,,,40359,muɫ,,Schlamm,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1308,poln. klr. ,conflict
774,,,39471,pok,,,20245,gromada,,"Haufen, Masse; Dorfgemeinde, Gemeindeversammlung",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,573,poln. nsorb. ,conflict
774,,,39472,pok,,,20246,gramada ,,"Haufen, Masse; Dorfgemeinde, Gemeindeversammlung",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,573,poln. nsorb. ,conflict
726,,,34798,pok,,,15572,ej,,ei!,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,452,poln. russ. ,conflict
804,,,36666,pok,,,17440,ruch,,Bewegung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,497,poln. čech.,conflict
521,,,29622,pok,,,10396,drop,,Leiter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,poln. čech. ,conflict
521,,,29623,pok,,,10397,drop(i)a,,Leiter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342,poln. čech. ,conflict
2758,,,72896,pok,,,53686,ḱaušis,,Ei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1747,preuß.-lett. ,conflict
852,,,37581,pok,,,18355,coca,,Kuchen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,536,prov. katal.,conflict
840,,,37334,pok,,,18108,et,,"und auch, und",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,523,päl. umbr. ,conflict
419,,,27584,pok,,,8358,brodъ ,,Furt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,288,r.-ksl. russ.,conflict
419,,,27585,pok,,,8359,broditi ,,waten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,288,r.-ksl. russ.,conflict
764,,,35731,pok,,,16505,lo-ni ,,letztjährig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,477,russ. dial. čech.,conflict
2470,,,66832,pok,,,47622,ribyj,,bunt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1592,russ. klr.,conflict
4421,1249,,12009,nil,47,,2993,jatry,^^x^^Hi̯(e)nh₂-tr-,"Schwägerin, des Mannesbruders Frau",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,russ. ksl.,conflict
886,,,38071,pok,,,18845,glez-nъ,,Knöchel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,554,russ. ksl. ,conflict
886,,,38072,pok,,,18846,glez-na,,Knöchel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,554,russ. ksl. ,conflict
886,,,38073,pok,,,18847,glez-no,,Knöchel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,554,russ. ksl. ,conflict
1071,,,43220,pok,,,23994,gъbežь,,Biegung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,673,russ. ksl. ,conflict
3464,,,85943,pok,,,66728,vrana,,Krähe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2173,russ. ksl. ,conflict
2422,,,66304,pok,,,47094,puch,,"Flaumfedern, Daunen, feines wolliges Haar an Tieren",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1564,russ. poln.,conflict
1662,,,52879,pok,,,33669,suka,,Hündin,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1076,russ. poln. ,conflict
1719,,,53908,pok,,,34698,lelek,,Nachtrabe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1104,russ. poln. čech.,conflict
1504,,,50893,pok,,,31683,sunica,,Himbeere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,951,russ. skr. ,conflict
1182,,,45414,pok,,,26188,zvuk,,"Ton, Laut, Schall",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,750,russ. čech,conflict
296,,,24983,pok,,,5761,boj,,Schlacht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211,russ. čech.,conflict
2307,,,64069,pok,,,44859,pro ,,wegen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1484,russ. čech.,conflict
1182,,,45397,pok,,,26171,zvon,,"Schall, Glocke",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,750,russ. čech. ,conflict
1525,,,51309,pok,,,32099,sloj ,,"Schicht, Lager",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,971,russ. čech. ,conflict
2133,,,61107,pok,,,41897,nyrjati,,se immergere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1375,russ.-aksl. ,conflict
2133,,,61108,pok,,,41898,nura ,,janua,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1375,russ.-aksl. ,conflict
251,,,24291,pok,,,5069,baju,,"erzählen, besprechen, heilen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,179,russ.-serb.-ksl.,conflict
1336,,,47411,pok,,,28185,cas-cus,,alt,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,849,sabin.-lat.,conflict
308,,,25161,pok,,,5939,bulk,,"Buckel, Knollen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215,schwed. dän.,conflict
1050,,,42794,pok,,,23568,grīs,,"Ferkel, Schwein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,656,schwed. dän.,conflict
335,,,25738,pok,,,6516,barm,,"Brust, Schoß",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228,schwed. dän. ,conflict
2953,,,76498,pok,,,57288,staver,,Zaunpfahl,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1873,schwed. dän. ,conflict
942,,,40217,pok,,,20991,kubba,,abhauen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,580,schwed. isl. norw.,conflict
181,,,22727,pok,,,3505,vad,,Zugnetz,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,131,schwed. norw.,conflict
666,,,33240,pok,,,14014,dubb,,Pflock,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,414,schwed. norw.,conflict
1035,,,42545,pok,,,23319,gissa,,"raten, vermuten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,648,schwed. norw. ,conflict
1039,,,42610,pok,,,23384,garpa,,"lärmen, prahlen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,651,schwed. norw. ,conflict
1469,,,50256,pok,,,31046,harr,,Äsche,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,941,schwed. norw. ,conflict
2382,,,65524,pok,,,46314,fly,,"Moor, Pfütze",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1531,schwed. norw. ,conflict
2761,,,72964,pok,,,53754,skȳr,,gebrechlich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1751,schwed. norw. ,conflict
3006,,,77909,pok,,,58699,stota,,"stottern, stolpern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1898,schwed. norw. ,conflict
3488,,,86344,pok,,,67129,vase,,Laubbündel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2190,schwed. norw. ,conflict
3488,,,86345,pok,,,67130,vasa ,,"verwickeln, faseln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2190,schwed. norw. ,conflict
876,,,37881,pok,,,18655,kīsa,,"schielen, blinzeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,547,schwed. norw. dial.,conflict
1775,,,54863,pok,,,35653,#NAME?,,Ortsnamenendung ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1137,schwed.-dän.,conflict
1775,,,54864,pok,,,35654,#NAME?,,Ortsnamenendung ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1137,schwed.-dän.,conflict
3243,,,81672,pok,,,62457,drostlə,,Drossel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2042,schwäb.-alem.,conflict
534,,,29868,pok,,,10642,raz-drьtь,,zerrissen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343,serb ksl. ,conflict
707,,,34038,pok,,,14812,e-to,,da,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438,serb. bulg. ,conflict
4421,1249,CSl.,12010,nil,47,,2994,jetry,^^x^^Hi̯(e)nh₂-tr-,"Schwägerin, des Mannesbruders Frau",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,serb. ksl.,conflict
5193,1260,CSl.,14536,nil,94,,5520,igo,? *i̯ug-es-,Joch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,serb.-ksl.,conflict
6109,2645,CSl.,17567,nil,168,,8551,sędra,*sendʰh₁-rah₂-,gerinnender (Bluts)tropfen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,serb.-ksl.,conflict
,3062,CSl.,18468,nil,189,,9452,svekrъ,*su̯ék̑uro- 'Schwiegervater',"Schwiegervater, Vater des Gatten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,serb.-ksl.,conflict
214,,CSl.,23505,pok,,,4283,bъbl’u,,stammeln,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,149,serb.-ksl.,conflict
640,,CSl.,32572,pok,,,13346,draga,,Tal,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,402,serb.-ksl.,conflict
713,,CSl.,34482,pok,,,15256,jazь,,Kanal,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,446,serb.-ksl.,conflict
778,,CSl.,36048,pok,,,16822,onakъ,,von jener Art,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,485,serb.-ksl.,conflict
834,,CSl.,37284,pok,,,18058,jesenь,,Herbst,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,519,serb.-ksl.,conflict
947,,CSl.,40553,pok,,,21327,glogъ,,Dorn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,589,serb.-ksl.,conflict
2639,,CSl.,69827,pok,,,50617,sedry krьvьnyje,,geronnene Blutmassen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1685,serb.-ksl.,conflict
2961,,CSl.,76655,pok,,,57445,ostežь,,"Kleid, Mantel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1876,serb.-ksl.,conflict
3067,,CSl.,78906,pok,,,59696,svrъdьlъ ,,Bohrer,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1943,serb.-ksl.,conflict
1035,,CSl.,42342,pok,,,23116,žlъždǫ,,desiderare,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,639,serb.-ksl. ,conflict
1327,,CSl.,47269,pok,,,28043,kara ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,844,serb.-ksl. ,conflict
2179,,CSl.,61747,pok,,,42537,okno,,Fenster,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1411,serb.-ksl. ,conflict
2665,,CSl.,70417,pok,,,51207,šurь,,Bruder der Frau,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1708,serb.-ksl. ,conflict
2988,,CSl.,77278,pok,,,58068,utrъpěti,,erstarren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1889,serb.-ksl. ,conflict
2073,,CSl.,60226,pok,,,41016,mukati,,brüllen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1337,skr. slov. čech.,conflict
1953,,CSl.,58169,pok,,,38959,mlán,,Griff an der Handmühle,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1256,skr. čak. ,conflict
3813,474,CSl.,9648,nil,13,,632,obrьvь,*bʰruH-,Augenbraue,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,skr.-ksl.,conflict
5582,2029,CSl.,15759,nil,129,,6743,mora,? *mor-ah₂-,Hexe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,skr.-ksl.,conflict
442,,CSl.,27846,pok,,,8620,brutъ ,,Nagel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,301,skr.-ksl.,conflict
691,,CSl.,33821,pok,,,14595,ja-skudъ,,häßlich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,436,skr.-ksl.,conflict
4469,715,CSl.,12121,nil,49,,3105,desna,*h₁d-n̥t-,Zahnfleisch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,skr.-ksl. ,conflict
450,,CSl.,27988,pok,,,8762,obrъvъ,,Braue,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,306,skr.-ksl. ,conflict
1754,,CSl.,54460,pok,,,35250,sulogъ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1128,skr.-ksl. ,conflict
1866,,CSl.,56478,pok,,,37268,ĺutiti sę,,saevire,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1195,skr.-ksl. ,conflict
2020,,CSl.,59297,pok,,,40087,mora,,Hexe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1295,skr.-ksl. ,conflict
1754,,,54490,pok,,,35280,lězǫ,,"kriechen, schreiten, steigen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1130,slav. abg. ,conflict
728,,,34851,pok,,,15625,oje,,Deichsel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,451,sloven. skr. čech.,conflict
2920,,,75846,pok,,,56636,Strudel,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1859,spät mhd. nhd.,conflict
118,,,21503,pok,,,2281,Öse,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,91,spätmhd. nhd.,conflict
901,,,38336,pok,,,19110,klēpi,,küssen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,554,sylt. fries.,conflict
1295,,,46872,pok,,,27646,σίκιν(ν)ις,,Tanz der Satyrn zu Ehren desDionysos,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,824,thrak.-phryg.,conflict
3410,,,85115,pok,,,65900,βρία,,Festung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2149,thrak.-phryg. ,conflict
2357,,,65191,pok,,,45981,flecken,,"Brett, Bohle",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1524,tirol.-kärnt.,conflict
1272,,TA,46586,pok,,,27360,kat,,Zerstörung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,805,toch A,conflict
6968,522,TA,749,liv,87,,749,tsmālune,perfect,Abstr,[abstract],0,,,"toch. B Konj. tsmāntär ‘werden wachsen’, A Abstr. tsmālune","TD, AMB",AMB,07_23_2025_1516,366,perfect,,toch. A,conflict
7560,1131,TA,2041,liv,255,,2041,śmäṣ,root aorist,wird kommen,,0,,,"toch. Konj. B śman-, A śmäṣ ‘wird kommen’{7}; [Prät. B kameṃ ‘kamen’{8}","TD, AMB",AMB,07_23_2025_1516,806,root aorist,,toch. A,conflict
8841,1819,TA,4731,liv,613,,4731,letaṣ,perfect,soll/wird weggehen,,0,,,"[toch. Konj. B laitaṃ, A letaṣ ‘soll/wird weggehen’","TD, AMB",AMB,07_23_2025_1516,1320,perfect,,toch. A,conflict
9068,2036,TA,5250,liv,669,,5250,märs,root aorist,vergaß,forgot,0,,,"[toch. B marsa, A märs ‘vergaß’{2}","TD, AMB",AMB,07_23_2025_1516,1482,root aorist,,toch. A,conflict
9242,2265,TA,5616,liv,715,,5616,pekat,perfect,"malte, schrieb",,0,,,"toch. B paiyka, A Med. pekat ‘malte, schrieb’{5} Konj. B paikatär, A pekatär","TD, AMB",AMB,07_23_2025_1516,1656,perfect,,toch. A,conflict
9242,2265,TA,5618,liv,715,,5618,pekatär,perfect,"malen, schreiben",,0,,,"toch. B paiyka, A Med. pekat ‘malte, schrieb’{5} Konj. B paikatär, A pekatär","TD, AMB",AMB,07_23_2025_1516,1656,perfect,,toch. A,conflict
10613,3368,TA,8543,liv,1111,,8543,wekaṣ,perfect,wird schwinden,,1,,,"?[toch. Konj. B wikātär, A wekaṣ ‘wird schwinden’","TD, AMB",AMB,07_23_2025_1516,2437,perfect,,toch. A,conflict
10615,3368,TA,8547,liv,1111,,8547,wikäṣt,se-present,vermeidest,Avoidance,0,,,"toch.B wikṣeñca ‘sich fernhaltend’, A wikäṣt ‘vermeidest’{8}","TD, AMB",AMB,07_23_2025_1516,2437,se-present,,toch. A,conflict
10616,3368,TA,8549,liv,1111,,8549,wikatär,essive,schwindet,swear,0,,,"toch.B wiketär, A wikatär ‘schwindet’","TD, AMB",AMB,07_23_2025_1516,2437,essive,,toch. A,conflict
3639,301,TA,9092,nil,3,,76,pkänt,*bʰeg-n̥to-,Hindernis,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3699,347,TA,9226,nil,8,,210,kupre,*ku-bʰr-o-,ob?,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3699,347,TA,9227,nil,8,,211,kuprene,*ku-bʰr-o-,wenn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3700,347,TA,9232,nil,8,,216,ewär,*oi̯-bʰr-ó-,wild (Tier),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3701,347,TA,9234,nil,8,,218,täpreṃ,*to-bʰr-o-,so sehr,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3804,441,TA,9592,nil,12,,576,pracar,*bʰráh₂ter-,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3804,441,TA,9593,nil,12,,577,pracri,*bʰráh₂ter-,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3804,441,TA,9594,nil,12,,578,pratri,*bʰráh₂ter-,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3804,441,TA,9595,nil,12,,579,pracre,*bʰráh₂ter-,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
3804,441,TA,9596,nil,12,,580,pracres,*bʰráh₂ter-,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4006,1004,TA,10468,nil,22,,1452,tkaṃ,*dʰéĝʰ-om-,"Erde, Boden",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4137,674,TA,10910,nil,28,,1894,tpär,*dʰub-ro/ah₂-,hoch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4142,603,TA,10935,nil,29,,1919,tāṃ,*dʰoh₁-náh₂-,(Samen)korn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4144,701,TA,10996,nil,30,,1980,ckācar,*dʰugh₂tér-,"Tochter, Mädchen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4294,1080,TA,11529,nil,36,,2513,tsar,*ĝʰes-r-,Hand,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4337,1159,TA,11649,nil,40,,2633,śäṃ,*gʷén-h₂-,(Ehe)Frau,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4366,1181,TA,11861,nil,42,,2845,kayurṣ,? *gʷóu̯-,Stier,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4463,715,TA,12093,nil,49,,3077,yats,*h₁ēd-s-o-,(äußere) Haut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4498,730,TA,12238,nil,50,,3222,ytār,*h₁i-tor/n-,"Weg, Straße",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4498,730,TA,12239,nil,50,,3223,ytāräṃ,*h₁i-tor/n-,"Weg, Straße",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4505,730,TA,12252,nil,50,,3236,yme,*h₁éi̯-men-,Straße,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4540,749,TA,12394,nil,51,,3378,yuk,*h₁ék̑u̯o-,Pferd,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4590,759,TA,12591,nil,56,,3575,lyutār,? *h₁ludʰ-ōr-,mehr,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4626,3478,TA,12692,nil,59,,3676,wärts,*h₁u̯r̥H-ti̯o-,breit,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4749,61,TA,13094,nil,65,,4078,yusār,*h₂i̯-eu̯-s-ōr,Jahreszeit,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4768,65,TA,13181,nil,66,,4165,āk,? *h₂ák̑-es-,"Ende, Spitze, Gipfel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4815,122,TA,13317,nil,67,,4301,eṃts,*h₂omĝʰ-so-,"Gier, Neid",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4869,164,TA,13497,nil,72,,4481,ārki,**h₂arĝ-u-,weiß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
4869,164,TA,13498,nil,72,,4482,ārkyañc,**h₂arĝ-u-,weiß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5001,3003,TA,13929,nil,80,,4913,śre*,? *h₂ster-ih₂-,Stern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5001,3003,TA,13930,nil,80,,4914,śreñ,? *h₂ster-ih₂-,Stern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5072,3343,TA,14147,nil,84,,5131,opsi,*h₂uks-é/ón-,Ochse,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5082,2196,TA,14183,nil,86,,5167,ak,*(-)h₃okʷ-,Auge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5082,2196,TA,14184,nil,86,,5168,smakk,*(-)h₃okʷ-,gleich(-mäßig),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5083,2196,TA,14197,nil,86,,5181,aśäṃ,ˣh₃okʷ-ih₁,beide Augen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5096,2196,TA,14299,nil,86,,5283,pratsak,*-h₃ōkʷ-ah₂-,Brust,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5186,1260,TA,14521,nil,94,,5505,yokäm,? *i̯ou̯g-men-,"Tür, Tor",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5271,1477,TA,14767,nil,103,,5751,mälkärteṃ,*-kr̥d-on-,großherzig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5273,1477,TA,14776,nil,103,,5760,kri,*k̑r̥d-i̯ah₂-,Wille,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5293,1557,TA,14831,nil,106,,5815,klyom,? *k̑leu̯-mon-,vornehm,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5318,1557,TA,14929,nil,106,,5913,klots,? *k̑lou̯-ti̯-(a)h₂-,Ohr,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5348,1688,TA,15052,nil,109,,6036,ku,*k̑u̯ón-,Hund,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5392,1773,TA,15183,nil,113,,6167,lykäly,*legʰ-l(i)i̯o-,"klein, fein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
5442,1915,TA,15332,nil,117,,6316,mācar,*máh₂ter-,Mutter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. A,conflict
