lex_ref_link_id,reflex,gloss_eng,lemma_id,lemma,gloss,entry_str
68029,sěsti,sit down,313,сѣсти,to sit down,to sit down
68029,sěsti,sit down,832,сѣщи,"to hack, chop off","to hack, chop off"
68029,sěsti,sit down,2460,ⱄⱑⱋⰹ,Glagolitic spelling of сѣщи (sěšti),Glagolitic spelling of сѣщи (sěšti)
68029,sěsti,sit down,2842,сѧщи,to touch,to touch
68342,sěmę,seed,403,сѣмѧ,seed,seed
68342,sěmę,seed,2243,ⱄⱑⰿⱔ,Glagolitic spelling of сѣмѧ (sěmę),Glagolitic spelling of сѣмѧ (sěmę)
68738,sekyra,axe,3145,сѣкꙑра,axe,axe
68738,sekyra,axe,3211,секꙑра,alternative form of сѣкꙑра (sěkyra),alternative form of сѣкꙑра (sěkyra)
72681,skovrada,"crucible, pan, hearth",2063,сковрада,pan of coals,pan of coals
72681,skovrada,"crucible, pan, hearth",3918,ⱄⰽⱁⰲⱃⰰⰴⰰ,Glagolitic spelling of сковрада (skovrada),Glagolitic spelling of сковрада (skovrada)
75582,stati,"to position oneself, step",348,стати,to stand,to stand
75582,stati,"to position oneself, step",3765,ⱄⱅⰰⱅⰻ,Glagolitic spelling of стати (stati),Glagolitic spelling of стати (stati)
75706,staviti,place,1908,ставити,"to set, to place","to set, to place"
75706,staviti,place,3769,ⱄⱅⰰⰲⰻⱅⰻ,Glagolitic spelling of ставити (staviti),Glagolitic spelling of ставити (staviti)
75861,sténa,wall,2068,стѣна,rock,rock
75861,sténa,wall,2506,ⱄⱅⱑⱀⰰ,Glagolitic spelling of стѣна (stěna),Glagolitic spelling of стѣна (stěna)
77020,strěla,arrow,580,стрѣла,arrow,arrow
77020,strěla,arrow,2427,ⱄⱅⱃⱑⰾⰰ,Glagolitic spelling of стрѣла (strěla),Glagolitic spelling of стрѣла (strěla)
77965,svekry,mother-in-law,700,свекрꙑ,mother-in-law,mother-in-law
77965,svekry,mother-in-law,3824,ⱄⰲⰵⰽⱃⱏⰹ,Glagolitic spelling of свекрꙑ (svekry),Glagolitic spelling of свекрꙑ (svekry)
78241,sypati,sleep,2825,сꙑпати,"to pour, strew","to pour, strew"
78241,sypati,sleep,3803,ⱄⱏⰹⱂⰰⱅⰻ,Glagolitic spelling of сꙑпати (sypati),Glagolitic spelling of сꙑпати (sypati)
78275,sypati,pour,2825,сꙑпати,"to pour, strew","to pour, strew"
78275,sypati,pour,3803,ⱄⱏⰹⱂⰰⱅⰻ,Glagolitic spelling of сꙑпати (sypati),Glagolitic spelling of сꙑпати (sypati)
78438,sestra,sister; FlN,210,сестра,sister,sister
78438,sestra,sister; FlN,1867,ⱄⰵⱄⱅⱃⰰ,Glagolitic spelling of сестра (sestra),Glagolitic spelling of сестра (sestra)
79395,tǫča,rain,892,тѫча,rain,rain
79395,tǫča,rain,3830,ⱅⱘⱍⰰ,Glagolitic spelling of тѫча (tǫča),Glagolitic spelling of тѫча (tǫča)
79645,trava,garden,83,трава,grass,grass
79645,trava,garden,3834,ⱅⱃⰰⰲⰰ,Glagolitic spelling of трава (trava),Glagolitic spelling of трава (trava)
80570,tamo,thither,2335,тамо,there; thereto,there; thereto
80570,tamo,thither,3829,ⱅⰰⰿⱁ,Glagolitic spelling of тамо (tamo),Glagolitic spelling of тамо (tamo)
80744,trĳe,three,277,триѥ,alternative form of трьѥ (trĭje),alternative form of трьѥ (trĭje)
80744,trĳe,three,278,трьѥ,three,three
81161,ty,you,397,тꙑ,"you (singular), thou","you (singular), thou"
81161,ty,you,2244,ⱅⱏⰺ,Glagolitic spelling of тꙑ (ty),Glagolitic spelling of тꙑ (ty)
81395,tvoriti,"create, make",310,творити,to do,(transitive) to do
81395,tvoriti,"create, make",3776,ⱅⰲⱁⱃⰻⱅⰻ,Glagolitic spelling of творити (tvoriti),Glagolitic spelling of творити (tvoriti)
82049,vě,we two,2502,вѣ,we two,we two
82049,vě,we two,2503,ⰲⱑ,"Glagolitic spelling of вѣ (vě, “we two”)","Glagolitic spelling of вѣ (vě, “we two”)"
84691,rǫka,hand,211,рѫка,hand,hand
84691,rǫka,hand,2234,ⱃⱘⰽⰰ,Glagolitic spelling of рѫка (rǫka),Glagolitic spelling of рѫка (rǫka)
84962,obrěsti,find,621,обрѣсти,"find, discover","find, discover"
84962,obrěsti,find,2909,обрѣщи,alternative form of обрѣсти (obrěsti),alternative form of обрѣсти (obrěsti)
