index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
3,49,vides,verb,video,vid,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vi', 'des']",[wɪd̪ɛs],8,\N,117
4,49,inimica,adjective,inimicus,inimic,obj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['in', 'i', 'mi', 'ca']",[ɪn̪ɪmɪka],8,\N,117
5,49,Latinis,adjective,latinus,Latin,nmod,4,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['la', 'ti', 'nis']",[lat̪ɪn̪ɪs],8,\N,117
6,49,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N,8,\N,117
7,49,quos,pronoun,qui,qu,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quos'],[kʷɔs],8,\N,118
8,49,illi,determiner,ille,ill,nsubj,11,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'li']",[ɪɫlɪ],8,\N,118
9,49,bello,noun,bellus,bell,obl,11,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'lo']",[bɛɫlɔ],8,\N,118
10,49,profugos,noun,profusa,profug,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pro', 'fu', 'gos']",[prɔfʊgɔs],8,\N,118
11,49,egere,verb,ego,eger,xcomp,3,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'ge', 're']",[ɛgɛrɛ],8,\N,118
12,49,superbo,noun,superbum,superb,obl,11,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['su', 'per', 'bo']",[sʊpɛrbɔ],8,\N,118
13,49,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,8,\N,118
0,50,Euandrum,verb,euo,Euandr,advcl:abs,1,"{Aspect: [prospective], Case: [nominative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['eu', 'an', 'drum']",[ewan̪d̪rũː],8,\N,119
1,50,petimus,verb,peto,petim,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'ti', 'mus']",[pɛt̪ɪmʊs],8,\N,119
2,50,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,8,\N,119
0,51,Ferte,verb,fero,Fert,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fer', 'te']",[fɛrt̪ɛ],8,\N,119
1,51,haec,determiner,hic,haec,obj,0,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],8,\N,119
2,51,et,coordinating_conjunction,et,et,cc,3,\N,{F: [pos]},['et'],[ɛt̪],8,\N,119
3,51,dicite,verb,dico,dicit,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'ci', 'te']",[d̪ɪkɪt̪ɛ],8,\N,119
4,51,lectos,noun,lectum,lect,obj,6,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['lec', 'tos']",[lɛkt̪ɔs],8,\N,119
5,51,Dardaniae,adjective,dardanius,Dardani,amod,4,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['dar', 'da', 'ni', 'ae']",[d̪ard̪an̪ɪ̣jaj],8,\N,120
6,51,venisse,verb,venio,veniss,xcomp,3,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ve', 'nis', 'se']",[wɛn̪ɪssɛ],8,\N,120
7,51,duces,noun,dux,duc,obj,6,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['du', 'ces']",[d̪ʊkɛs],8,\N,120
8,51,socia,adjective,socius,soc,amod,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['so', 'ci', 'a']",[sɔkɪ̣ja],8,\N,120
9,51,arma,noun,arma,arm,obj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma],8,\N,120
10,51,rogantis,verb,rogo,rogant,acl,9,"{Aspect: [imperfective], Case: [genitive], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ro', 'gan', 'tis']",[rɔgan̪t̪ɪs],8,\N,120
11,51,.,punctuation,.,.,punct,13,\N,\N,['.'],\N,8,\N,120
12,51,"""",noun,"""","""",nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['""']",\N,8,\N,120
13,51,Obstipuit,verb,obstipeo,Obstipui,conj,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ob', 'sti', 'pu', 'it']",[ɔpst̪ɪpujt̪],8,\N,121
14,51,tanto,adverb,tanto,tant,advmod:emph,15,\N,"{F: [neg], N: [pos], V: [pos]}","['tan', 'to']",[t̪an̪t̪ɔ],8,\N,121
15,51,percussus,verb,percutio,percuss,conj,13,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['per', 'cus', 'sus']",[pɛrkʊssʊs],8,\N,121
16,51,nomine,noun,nomen,nomin,obl,15,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['no', 'mi', 'ne']",[n̪ɔmɪn̪ɛ],8,\N,121
17,51,Pallas,noun,palla,Pall,nmod,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pal', 'las']",[paɫlas],8,\N,121
18,51,:,punctuation,:,:,punct,0,\N,\N,[':'],\N,8,\N,121
0,52,"""Egredere",verb,"""egredior","""Egreder",csubj,18,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""e', 'gre', 'de', 're']",[ɛgrɛd̪ɛrɛ],8,\N,122
1,52,o,verb,o,o,obj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['o'],[ɔ],8,\N,122
2,52,quicumque,determiner,quicumque,quicumque,det,3,"{Case: [nominative], <class 'NoneType'>: [None], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['qui', 'cum', 'que']",[kʷɪkʊmkʷɛ],8,\N,122
3,52,"es""",noun,"es""","es""",nsubj,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['es""']",[ɛs],8,\N,122
4,52,ait,verb,aio,ai,ccomp:relcl,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'it']",[ajɪt̪],8,\N,122
5,52,"""coramque",noun,"""coramquus","""cor",obj,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['""co', 'ram', 'que']",[kɔramkʷɛ],8,\N,122
6,52,parentem,noun,parens,parent,obj,7,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ren', 'tem']",[parɛn̪t̪ẽː],8,\N,122
7,52,adloquere,verb,adloquor,adloquer,ccomp,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Person: [second], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'dlo', 'que', 're']",[ad̪lɔkʷɛrɛ],8,\N,123
8,52,ac,coordinating_conjunction,atque,ac,cc,10,\N,{F: [pos]},['ac'],[ak],8,\N,123
9,52,nostris,determiner,noster,nostr,obl:arg,10,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tris']",[n̪ɔst̪rɪs],8,\N,123
10,52,succede,verb,succo,succed,conj,7,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['suc', 'ce', 'de']",[sʊkkɛd̪ɛ],8,\N,123
11,52,penatibus,noun,penatus,penat,obl:arg,10,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pe', 'na', 'ti', 'bus']",[pɛn̪at̪ɪbʊs],8,\N,123
12,52,hospes.,noun,hospes,hospes.,nmod,11,"{Abbreviation: [pos], Proper: [yes]}","{F: [neg], N: [pos], V: [neg]}","['hos', 'pes.']",[hɔspɛs],8,\N,123
13,52,"""",other,),"""",cc,14,{Abbreviation: [pos]},\N,"['""']",\N,8,\N,123
14,52,excepitque,verb,excepio,excepi,root,-1,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'ce', 'pit', 'que']",[ɛkskɛpɪt̪kʷɛ],8,\N,124
15,52,manu,noun,manus,man,obl,14,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'nu']",[man̪ʊ],8,\N,124
16,52,dextramque,adjective,dexter,dextr,amod,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['dex', 'tram', 'que']",[d̪ɛkst̪ramkʷɛ],8,\N,124
17,52,amplexus,noun,amplexus,amplex,nsubj,18,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['am', 'ple', 'xus']",[amplɛksʊs],8,\N,124
18,52,inhaesit,verb,inhaereo,inhaesi,conj,14,"{Aspect: [perfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'hae', 'sit']",[ɪn̪hajsɪt̪],8,\N,124
19,52,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,8,\N,124
0,53,Progressi,verb,progredior,Progress,csubj,1,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'gres', 'si']",[prɔgrɛssɪ],8,\N,125
1,53,subeunt,verb,subeo,subeu,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['su', 'beunt']",[sʊbewn̪t̪],8,\N,125
2,53,luco,noun,lucus,luc,obl,1,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'co']",[lʊkɔ],8,\N,125
3,53,fluviumque,adjective,fluvisque,fluvi,obj,4,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['flu', 'vi', 'um', 'que']",[flʊwɪ̣jʊmkʷɛ],8,\N,125
4,53,relinquunt,verb,relinquo,relinquu,conj,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'lin', 'qu', 'unt']",[rɛlɪŋkʷʊn̪t̪],8,\N,125
5,53,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,8,\N,125
0,54,Tum,coordinating_conjunction,tum,T,cc,4,\N,{F: [pos]},['tum'],[t̪ũː],8,\N,126
1,54,regem,noun,rex,reg,obj,4,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gem']",[rɛgẽː],8,\N,126
2,54,Aeneas,proper_noun,aenea,Aene,nsubj:pass,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_a], NameType: [person_given_name], Number: [singular], <class 'NoneType'>: [None]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'ne', 'as']",[ajn̪ɛ̣jas],8,\N,126
3,54,dictis,verb,dico,dict,ccomp,4,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['dic', 'tis']",[d̪ɪkt̪ɪs],8,\N,126
4,54,adfatur,verb,adfero,adfa,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'fa', 'tur']",[ad̪fat̪ʊr],8,\N,126
5,54,amicis,noun,amicus,amic,obl:arg,4,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mi', 'cis']",[amɪkɪs],8,\N,126
6,54,:,punctuation,:,:,punct,4,\N,\N,[':'],\N,8,\N,126
0,55,"""Optume",noun,"""optus","""Optum",nsubj,16,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['""op', 'tu', 'me']",[ɔpt̪ʊmɛ],8,\N,127
1,55,Graiugenum,noun,graiugen,Graiugen,nmod,0,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['gra', 'iu', 'ge', 'num']",[grajjʊgɛn̪ũː],8,\N,127
2,55,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,8,\N,127
3,55,cui,pronoun,qui,cu,obl:arg,6,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj],8,\N,127
4,55,me,pronoun,ego,m,obj,6,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],8,\N,127
5,55,Fortuna,noun,fortuna,Fortun,nsubj,10,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['for', 'tu', 'na']",[fɔrt̪ʊn̪a],8,\N,127
6,55,precari,verb,preco,precar,xcomp,10,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pre', 'ca', 'ri']",[prɛkarɪ],8,\N,127
7,55,et,coordinating_conjunction,et,et,cc,8,\N,{F: [pos]},['et'],[ɛt̪],8,\N,128
8,55,vitta,noun,vittus,vitt,conj,5,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vit', 'ta']",[wɪt̪t̪a],8,\N,128
9,55,comptos,noun,comptus,compt,nmod,8,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['com', 'ptos']",[kɔmpt̪ɔs],8,\N,128
10,55,voluit,verb,vono,volui,acl:relcl,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vo', 'lu', 'it']",[wɔlujt̪],8,\N,128
11,55,praetendere,verb,praetendo,praetender,xcomp,10,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['prae', 'ten', 'de', 're']",[prajt̪ɛn̪d̪ɛrɛ],8,\N,128
12,55,ramos,noun,ramus,ram,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ra', 'mos']",[ramɔs],8,\N,128
13,55,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,8,\N,128
14,55,non,particle,non,non,advmod:neg,15,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],8,\N,129
15,55,equidem,verb,equideo,equid,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'qui', 'dem']",[ɛkʷɪd̪ẽː],8,\N,129
16,55,extimui,verb,extimuo,extimu,conj,15,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [first], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'ti', 'mu', 'i']",[ɛkst̪ɪmuj],8,\N,129
17,55,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N,8,\N,129
18,55,Danaum,noun,dana,Dana,nsubj,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['da', 'naum']",[d̪an̪awm],8,\N,129
19,55,quod,subordinating_conjunction,quod,quod,mark,29,\N,{F: [pos]},['quod'],[kʷɔd̪],8,\N,129
20,55,ductor,noun,ductor,ducto,nsubj,29,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['duc', 'tor']",[d̪ʊkt̪ɔr],8,\N,129
21,55,et,coordinating_conjunction,et,et,cc,22,\N,{F: [pos]},['et'],[ɛt̪],8,\N,129
22,55,Arcas,noun,arca,Arc,conj,20,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'cas']",[arkas],8,\N,129
23,55,quodque,pronoun,quisquis,quod,obj,29,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['quod', 'que']",[kʷɔd̪kʷɛ],8,\N,130
24,55,a,adposition,ab,\N,case,25,\N,"{F: [pos], N: [neg], V: [neg]}",['a'],[a],8,\N,130
25,55,stirpe,noun,stirpis,stirp,obl:arg,29,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['stir', 'pe']",[st̪ɪrpɛ],8,\N,130
26,55,fores,noun,for,for,nsubj,29,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fo', 'res']",[fɔrɛs],8,\N,130
27,55,geminis,noun,geminus,gemin,obl,28,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'mi', 'nis']",[gɛmɪn̪ɪs],8,\N,130
28,55,coniunctus,verb,coniungo,coniunct,acl,26,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['co', 'ni', 'un', 'ctus']",[kɔn̪ɪ̣jʊŋkt̪ʊs],8,\N,130
29,55,Atridis,verb,atrido,Atrid,conj,16,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'tri', 'dis']",[at̪rɪd̪ɪs],8,\N,130
30,55,;,punctuation,;,;,punct,16,\N,\N,[';'],\N,8,\N,130
0,56,sed,coordinating_conjunction,sed,sed,cc,3,\N,{F: [pos]},['sed'],[sɛd̪],8,\N,131
1,56,mea,determiner,meus,me,det,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['me', 'a']",[mɛ̣ja],8,\N,131
2,56,me,pronoun,ego,m,obl,3,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],8,\N,131
3,56,virtus,noun,virtus,virt,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vir', 'tus']",[wɪrt̪ʊs],8,\N,131
4,56,et,coordinating_conjunction,et,et,cc,5,\N,{F: [pos]},['et'],[ɛt̪],8,\N,131
5,56,sancta,adjective,sanctus,sanct,conj,3,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['san', 'cta']",[saŋkt̪a],8,\N,131
6,56,oracula,noun,oraculum,oracul,conj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ra', 'cu', 'la']",[ɔrakʊla],8,\N,131
7,56,divom,noun,divus,divo,nmod,6,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'vom']",[d̪ɪwɔ̃ː],8,\N,131
8,56,cognatique,noun,cognatiqum,cognat,conj,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cog', 'na', 'ti', 'que']",[kɔŋn̪at̪ɪkʷɛ],8,\N,132
9,56,patres,noun,pater,patr,flat,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tres']",[pat̪rɛs],8,\N,132
10,56,",",punctuation,",",",",punct,13,\N,\N,"[',']",\N,8,\N,132
11,56,tua,determiner,tuus,tu,det,12,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['tu', 'a']",[t̪ʊja],8,\N,132
12,56,terris,noun,terra,terr,obl,13,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ris']",[t̪ɛrrɪs],8,\N,132
13,56,didita,verb,dico,didit,conj,3,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['di', 'di', 'ta']",[d̪ɪd̪ɪt̪a],8,\N,132
14,56,fama,noun,fama,fam,obl,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'ma']",[fama],8,\N,132
15,56,",",punctuation,",",",",punct,16,\N,\N,"[',']",\N,8,\N,132
16,56,coniunxere,verb,coniungo,coniunxer,conj,3,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'ni', 'un', 'xe', 're']",[kɔn̪ɪ̣jʊŋksɛrɛ],8,\N,133
17,56,tibi,pronoun,tu,tib,obl:arg,16,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi']",[t̪ɪbɪ],8,\N,133
18,56,et,coordinating_conjunction,et,et,cc,19,\N,{F: [pos]},['et'],[ɛt̪],8,\N,133
19,56,fatis,noun,fatis,fat,conj,17,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'tis']",[fat̪ɪs],8,\N,133
20,56,egere,verb,ego,eger,conj,16,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'ge', 're']",[ɛgɛrɛ],8,\N,133
21,56,volentem,verb,volo,volent,ccomp,20,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vo', 'len', 'tem']",[wɔlɛn̪t̪ẽː],8,\N,133
22,56,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,8,\N,133
0,57,Dardanus,noun,Dardanus,Dardan,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['dar', 'da', 'nus']",[d̪ard̪an̪ʊs],8,\N,134
1,57,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,8,\N,134
2,57,Iliacae,adjective,iliacus,Iliac,conj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['i', 'li', 'a', 'cae']",[ɪlɪ̣jakaj],8,\N,134
3,57,primus,adjective,primus,prim,amod,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Numeral: [ordinal], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pri', 'mus']",[prɪmʊs],8,\N,134
4,57,pater,noun,pater,pate,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ter']",[pat̪ɛr],8,\N,134
