index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
7,44,et,coordinating_conjunction,et,et,cc,10,\N,{F: [pos]},['et'],[ɛt̪],10,\N,75
8,44,patria,adjective,patrius,patr,obj,10,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pa', 'tri', 'a']",[pat̪rɪ̣ja],10,\N,75
9,44,Turnum,adjective,turnus,Turn,amod,8,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['tur', 'num']",[t̪ʊrn̪ũː],10,\N,75
10,44,consistere,verb,consisto,consister,conj,4,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'sis', 'te', 're']",[kɔːn̪sɪst̪ɛrɛ],10,\N,75
11,44,terra,noun,terra,terr,nsubj,10,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ra']",[t̪ɛrra],10,\N,75
12,44,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N,10,\N,75
13,44,cui,pronoun,qui,cu,orphan,14,"{Case: [dative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj],10,\N,76
14,44,Pilumnus,noun,Pilumnus,Pilumn,acl:relcl,11,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pi', 'lum', 'nus']",[pɪlʊmn̪ʊs],10,\N,76
15,44,avus,noun,avus,av,acl:relcl,14,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'vus']",[awʊs],10,\N,76
16,44,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N,10,\N,76
17,44,cui,pronoun,qui,cu,obl:arg,18,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj],10,\N,76
18,44,diva,verb,divo,div,acl:relcl,14,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'va']",[d̪ɪwa],10,\N,76
19,44,Venilia,adjective,venilis,Venil,amod,20,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ve', 'ni', 'li', 'a']",[wɛn̪ɪlɪ̣ja],10,\N,76
20,44,mater,noun,mater,mate,nsubj,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'ter']",[mat̪ɛr],10,\N,76
21,44,:,punctuation,:,:,punct,0,\N,\N,[':'],\N,10,\N,76
0,45,quid,pronoun,quis,quid,obj,1,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],10,\N,77
1,45,face,verb,facio,fac,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'ce']",[fakɛ],10,\N,77
2,45,Troianos,noun,troianus,Troian,obj,1,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['tro', 'ia', 'nos']",[t̪rɔjjan̪ɔs],10,\N,77
3,45,atra,noun,atra,atr,flat,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'tra']",[at̪ra],10,\N,77
4,45,vim,noun,vis,vi,obj,5,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['vim'],[wĩː],10,\N,77
5,45,ferre,verb,fero,ferr,xcomp,1,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fer', 're']",[fɛrrɛ],10,\N,77
6,45,Latinis,adjective,latinus,Latin,obl:arg,5,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['la', 'ti', 'nis']",[lat̪ɪn̪ɪs],10,\N,77
7,45,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N,10,\N,77
8,45,arva,noun,arva,arv,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'va']",[arwa],10,\N,78
9,45,aliena,adjective,alienus,alien,amod,8,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['a', 'li', 'e', 'na']",[alɪ̣jɛn̪a],10,\N,78
10,45,iugo,noun,iugo,iug,obl,11,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'go']",[jʊgɔ],10,\N,78
11,45,premere,verb,premo,premer,conj,5,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pre', 'me', 're']",[prɛmɛrɛ],10,\N,78
12,45,atque,coordinating_conjunction,atque,atque,cc,13,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],10,\N,78
13,45,avertere,verb,averto,averter,conj,11,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'ver', 'te', 're']",[awɛrt̪ɛrɛ],10,\N,78
14,45,praedas,noun,praeda,praed,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['prae', 'das']",[prajd̪as],10,\N,78
15,45,?,punctuation,?,?,punct,1,\N,\N,['?'],\N,10,\N,78
0,46,Quid,pronoun,quis,Quid,obj,2,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],10,\N,79
1,46,soceros,noun,socerus,socer,obj,2,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ce', 'ros']",[sɔkɛrɔs],10,\N,79
2,46,legere,verb,lego,leger,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['le', 'ge', 're']",[lɛgɛrɛ],10,\N,79
3,46,et,coordinating_conjunction,et,et,cc,4,\N,{F: [pos]},['et'],[ɛt̪],10,\N,79
4,46,gremiis,adjective,gremius,gremi,conj,2,"{Case: [dative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['gre', 'mi', 'is']",[grɛmɪ̣jɪs],10,\N,79
5,46,abducere,verb,abduco,abducer,conj,2,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ab', 'du', 'ce', 're']",[abd̪ʊkɛrɛ],10,\N,79
6,46,pactas,verb,pacio,pact,ccomp,5,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pac', 'tas']",[pakt̪as],10,\N,79
7,46,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,10,\N,79
8,46,pacem,noun,pax,pac,obj,9,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'cem']",[pakẽː],10,\N,80
9,46,orare,verb,oro,orar,conj,2,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['o', 'ra', 're']",[ɔrarɛ],10,\N,80
10,46,manu,noun,manus,man,obl,9,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'nu']",[man̪ʊ],10,\N,80
11,46,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,10,\N,80
12,46,praefigere,verb,praefigo,praefiger,conj,9,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['prae', 'fi', 'ge', 're']",[prajfɪgɛrɛ],10,\N,80
13,46,puppibus,noun,pupxus,pupp,obl,12,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pup', 'pi', 'bus']",[pʊppɪbʊs],10,\N,80
14,46,arma,noun,arma,arm,obj,12,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma],10,\N,80
15,46,?,punctuation,?,?,punct,2,\N,\N,['?'],\N,10,\N,80
0,47,Tu,pronoun,tu,T,nsubj,1,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['tu'],[t̪ʊ],10,\N,81
1,47,potes,verb,possum,pot,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['po', 'tes']",[pɔt̪ɛs],10,\N,81
2,47,Aenean,adjective,aeneanis,Aenean,obj,4,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ne', 'an']",[ajn̪ɛ̣jan̪],10,\N,81
3,47,manibus,noun,manus,man,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'ni', 'bus']",[man̪ɪbʊs],10,\N,81
4,47,subducere,verb,subduco,subducer,xcomp,1,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sub', 'du', 'ce', 're']",[sʊbd̪ʊkɛrɛ],10,\N,81
5,47,Graium,adjective,graius,Grai,obj,4,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['gra', 'ium']",[grajũː],10,\N,81
6,47,proque,adposition,proque,pr,case,7,\N,"{F: [pos], N: [neg], V: [neg]}","['pro', 'que']",[prɔkʷɛ],10,\N,82
7,47,viro,noun,virus,vir,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vi', 'ro']",[wɪrɔ],10,\N,82
8,47,nebulam,adjective,nebulus,nebul,amod,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ne', 'bu', 'lam']",[n̪ɛbʊlãː],10,\N,82
9,47,et,coordinating_conjunction,et,et,cc,10,\N,{F: [pos]},['et'],[ɛt̪],10,\N,82
10,47,ventos,noun,ventus,vent,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ven', 'tos']",[wɛn̪t̪ɔs],10,\N,82
11,47,obtendere,verb,obtendo,obtender,conj,4,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ob', 'ten', 'de', 're']",[ɔpt̪ɛn̪d̪ɛrɛ],10,\N,82
12,47,inanis,adjective,inanis,inan,xcomp,11,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'a', 'nis']",[ɪn̪an̪ɪs],10,\N,82
13,47,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N,10,\N,82
14,47,tu,pronoun,tu,tu,nsubj,15,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['tu'],[t̪ʊ],10,\N,83
15,47,potes,verb,possum,pot,conj,1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['po', 'tes']",[pɔt̪ɛs],10,\N,83
16,47,in,adposition,in,in,case,18,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,83
17,47,totidem,numeral,totidem,totid,nummod,18,"{NumForm: [word], Numeral: [cardinal]}","{F: [pos], N: [pos], V: [neg]}","['to', 'ti', 'dem']",[t̪ɔt̪ɪd̪ẽː],10,\N,83
18,47,classem,noun,classa,class,obj,19,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['clas', 'sem']",[klassẽː],10,\N,83
19,47,convertere,verb,converto,converter,xcomp,15,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'ver', 'te', 're']",[kɔn̪wɛrt̪ɛrɛ],10,\N,83
20,47,nymphas,noun,nympha,nymph,obj,19,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['nym', 'phas']",[n̪ympʰas],10,\N,83
21,47,:,punctuation,:,:,punct,1,\N,\N,[':'],\N,10,\N,83
0,48,nos,pronoun,nos,nos,nsubj,5,"{Case: [nominative], InflClass: [lat_anom], Number: [plural], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['nos'],[n̪ɔs],10,\N,84
1,48,aliquid,pronoun,aliquis,aliquid,nsubj,5,"{Case: [accusative], <class 'NoneType'>: [None], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['a', 'li', 'quid']",[alɪkʷɪd̪],10,\N,84
2,48,Rutulos,noun,rutula,Rutul,amod,1,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ru', 'tu', 'los']",[rʊt̪ʊlɔs],10,\N,84
3,48,contra,adposition,contra,contr,case,4,\N,"{F: [pos], N: [neg], V: [neg]}","['con', 'tra']",[kɔn̪t̪ra],10,\N,84
4,48,iuvisse,noun,iuvessus,iuviss,obl,5,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'vis', 'se']",[jʊwɪssɛ],10,\N,84
5,48,nefandum,adjective,nefandus,nefand,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ne', 'fan', 'dum']",[n̪ɛfan̪d̪ũː],10,\N,84
6,48,est,auxiliary,sum,est,cop,5,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],10,\N,84
7,48,?,punctuation,?,?,punct,5,\N,\N,['?'],\N,10,\N,84
0,49,Aeneas,proper_noun,aenea,Aene,nsubj,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_a], NameType: [person_given_name], Number: [singular], <class 'NoneType'>: [None]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'ne', 'as']",[ajn̪ɛ̣jas],10,\N,85
1,49,ignarus,adjective,ignarus,ignar,xcomp,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ig', 'na', 'rus']",[ɪŋn̪arʊs],10,\N,85
2,49,abest,verb,absum,abes,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'best']",[abɛst̪],10,\N,85
3,49,:,punctuation,:,:,punct,2,\N,\N,[':'],\N,10,\N,85
0,50,ignarus,adjective,ignarus,ignar,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ig', 'na', 'rus']",[ɪŋn̪arʊs],10,\N,85
1,50,et,coordinating_conjunction,et,et,cc,2,\N,{F: [pos]},['et'],[ɛt̪],10,\N,85
2,50,absit,verb,absum,absi,conj,0,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ab', 'sit']",[apsɪt̪],10,\N,85
3,50,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,10,\N,85
0,51,Est,auxiliary,sum,Es,cop,1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],10,\N,86
1,51,Paphus,noun,Paphus,Paph,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pap', 'hus']",[papʰʊs],10,\N,86
2,51,Idaliumque,adjective,idaliusque,Idali,nmod,1,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['i', 'da', 'li', 'um', 'que']",[ɪd̪alɪ̣jʊmkʷɛ],10,\N,86
3,51,tibi,pronoun,tu,tib,nmod,1,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi']",[t̪ɪbɪ],10,\N,86
4,51,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,10,\N,86
5,51,sunt,auxiliary,sum,su,cop,7,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['sunt'],[sʊn̪t̪],10,\N,86
6,51,alta,adjective,altus,alt,amod,7,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['al', 'ta']",[aɫt̪a],10,\N,86
7,51,Cythera,noun,Cythera,Cyther,nsubj,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cyt', 'he', 'ra']",[kyt̪ʰɛra],10,\N,86
8,51,:,punctuation,:,:,punct,1,\N,\N,[':'],\N,10,\N,86
0,52,quid,pronoun,quis,quid,obj,7,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],10,\N,87
1,52,gravidam,adjective,gravidus,gravid,amod,0,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['gra', 'vi', 'dam']",[grawɪd̪ãː],10,\N,87
2,52,bellis,noun,bellus,bell,nmod,1,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'lis']",[bɛɫlɪs],10,\N,87
3,52,urbem,noun,urbs,urb,obj,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'bem']",[ʊrbẽː],10,\N,87
4,52,et,coordinating_conjunction,et,et,cc,5,\N,{F: [pos]},['et'],[ɛt̪],10,\N,87
5,52,corda,noun,cor,cord,conj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'da']",[kɔrd̪a],10,\N,87
6,52,aspera,adjective,asperus,asper,amod,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['as', 'pe', 'ra']",[aspɛra],10,\N,87
7,52,temptas,verb,temo,tempt,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tem', 'ptas']",[t̪ɛmpt̪as],10,\N,87
8,52,?,punctuation,?,?,punct,7,\N,\N,['?'],\N,10,\N,87
0,53,Nosne,verb,nosco,Nosn,csubj:pass,7,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['nos', 'ne']",[n̪ɔsn̪ɛ],10,\N,88
1,53,tibi,pronoun,tu,tib,obl:arg,2,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi']",[t̪ɪbɪ],10,\N,88
2,53,fluxas,verb,fluo,flux,ccomp,0,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['flu', 'xas']",[flʊksas],10,\N,88
3,53,Phrygiae,noun,phrygia,Phrygi,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ph', 'ry', 'gi', 'ae']",[pʰrygɪ̣jaj],10,\N,88
4,53,res,noun,res,r,obj,5,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_e], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}",['res'],[rɛs],10,\N,88
5,53,vertere,verb,verto,verter,xcomp,7,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ver', 'te', 're']",[wɛrt̪ɛrɛ],10,\N,88
6,53,fundo,noun,fundus,fund,obl,5,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fun', 'do']",[fʊn̪d̪ɔ],10,\N,88
7,53,conamur,verb,conor,cona,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [first], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['co', 'na', 'mur']",[kɔn̪amʊr],10,\N,89
8,53,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,10,\N,89
9,53,nos,pronoun,nos,nos,conj,7,"{Case: [nominative], InflClass: [lat_anom], Number: [plural], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['nos'],[n̪ɔs],10,\N,89
10,53,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,10,\N,89
11,53,an,subordinating_conjunction,an,an,mark,12,\N,{F: [pos]},['an'],[an̪],10,\N,89
12,53,miseros,adjective,miser,miser,amod,9,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['mi', 'se', 'ros']",[mɪsɛrɔs],10,\N,89
13,53,qui,pronoun,qui,qui,nsubj,16,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qui'],[kʷɪ],10,\N,89
14,53,Troas,noun,tros,Tro,xcomp,16,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tro', 'as']",[t̪rɔjas],10,\N,89
15,53,Achivis,noun,achix,Achiv,obl,16,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ac', 'hi', 'vis']",[akʰɪwɪs],10,\N,89
16,53,obiecit,verb,obicio,obieci,acl:relcl,12,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ob', 'ie', 'cit']",[ɔbɪ̣jɛkɪt̪],10,\N,90
17,53,?,punctuation,?,?,punct,7,\N,\N,['?'],\N,10,\N,90
0,54,Quae,pronoun,qui,Qu,nsubj,1,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],10,\N,90
1,54,causa,noun,causa,caus,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cau', 'sa']",[kawsa],10,\N,90
2,54,fuit,auxiliary,sum,fui,cop,1,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['fu', 'it']",[fujt̪],10,\N,90
3,54,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,10,\N,90
4,54,consurgere,verb,consurgo,consurger,csubj,1,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'sur', 'ge', 're']",[kɔːn̪sʊrgɛrɛ],10,\N,90
5,54,in,adposition,in,in,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,90
6,54,arma,noun,arma,arm,obl:arg,4,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma],10,\N,90
7,54,Europamque,adjective,europusqus,Europ,amod,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['eu', 'ro', 'pam', 'que']",[ewrɔpamkʷɛ],10,\N,91
8,54,Asiamque,noun,asia,Asi,obj,4,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'si', 'am', 'que']",[asɪ̣jamkʷɛ],10,\N,91
9,54,et,coordinating_conjunction,et,et,cc,10,\N,{F: [pos]},['et'],[ɛt̪],10,\N,91
10,54,foedera,noun,foederus,foeder,conj,8,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['foe', 'de', 'ra']",[fojd̪ɛra],10,\N,91
