index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
4,12,si,subordinating_conjunction,si,si,mark,8,\N,{F: [pos]},['si'],[sɪ],\N,\N,40-4
5,12,deus,noun,deus,de,nsubj:pass,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deus'],[d̪ews],\N,\N,40-4
6,12,habere,verb,habeo,haber,xcomp,8,"{Aspect: [imperfective], InflClass: [lat_e], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ha', 'be', 're']",[habɛrɛ],\N,\N,40-4
7,12,filium,noun,filius,fili,obj,6,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'um']",[fɪlɪ̣jũː],\N,\N,40-4
8,12,uideatur,verb,uideo,uidea,advcl,2,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'de', 'a', 'tur']",[wɪd̪ɛ̣jat̪ʊr],\N,\N,40-4
9,12,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N,\N,\N,40-4
10,12,nihil,pronoun,nihil,nihil,obj,12,"{Polarity: [neg], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['ni', 'hil']",[n̪ɪhɪɫ],\N,\N,40-4
11,12,aliud,determiner,alius,ali,det,10,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [contrastive]}","{F: [pos], N: [pos], V: [neg]}","['a', 'li', 'ud']",[alɪ̣jʊd̪],\N,\N,40-4
12,12,cogitantes,verb,cogito,cogitant,advcl,2,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'gi', 'tan', 'tes']",[kɔgɪt̪an̪t̪ɛs],\N,\N,40-4
13,12,nisi,subordinating_conjunction,nisi,nisi,mark,14,{<class 'NoneType'>: [None]},{F: [pos]},"['ni', 'si']",[n̪ɪsɪ],\N,\N,40-4
14,12,carnaliter,adverb,carnaliter,carnalite,advcl,12,\N,"{F: [neg], N: [pos], V: [pos]}","['car', 'na', 'li', 'ter']",[karn̪alɪt̪ɛr],\N,\N,40-4
15,12,",",punctuation,",",",",punct,23,\N,\N,"[',']",\N,\N,\N,40-4
16,12,ut,subordinating_conjunction,ut,ut,mark,23,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],\N,\N,45-9
17,12,quia,subordinating_conjunction,quia,quia,mark,23,\N,{F: [pos]},['quia'],[kʷɪ̣ja],\N,\N,45-9
18,12,haec,determiner,hic,haec,det,19,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],\N,\N,45-9
19,12,generatio,noun,generatio,generati,nsubj,23,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'ne', 'ra', 'ti', 'o']",[gɛn̪ɛrat̪ɪ̣jɔ],\N,\N,45-9
20,12,duorum,numeral,duo,duor,nummod,21,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], NumForm: [word], Numeral: [cardinal], Number: [plural]}","{F: [pos], N: [pos], V: [neg]}","['du', 'o', 'rum']",[d̪ʊjɔrũː],\N,\N,45-9
21,12,corporum,noun,corpus,corpor,nmod,22,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'po', 'rum']",[kɔrpɔrũː],\N,\N,45-9
22,12,commixtione,noun,commixtio,commixtion,obl,23,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['com', 'mix', 'ti', 'o', 'ne']",[kɔmmɪkst̪ɪ̣jɔn̪ɛ],\N,\N,45-9
23,12,procedit,verb,procedo,procedi,advcl,12,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'ce', 'dit']",[prɔkɛd̪ɪt̪],\N,\N,45-9
24,12,",",punctuation,",",",",punct,27,\N,\N,"[',']",\N,\N,\N,45-9
25,12,illic,adverb,illic,illic,advmod,27,\N,"{F: [neg], N: [pos], V: [pos]}","['il', 'lic']",[ɪɫlɪk],\N,\N,45-9
26,12,quoque,adverb,quoque,quoque,advmod,27,\N,"{F: [neg], N: [pos], V: [pos]}","['quo', 'que']",[kʷɔkʷɛ],\N,\N,45-9
27,12,indignum,adjective,indignus,indign,conj,23,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'dig', 'num']",[ɪn̪d̪ɪŋn̪ũː],\N,\N,45-9
28,12,esse,auxiliary,sum,ess,cop,27,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ],\N,\N,45-9
29,12,intellectum,noun,intellectus,intellect,obj,31,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'tel', 'lec', 'tum']",[ɪn̪t̪ɛɫlɛkt̪ũː],\N,\N,45-9
30,12,huiusmodi,determiner,huiusmodi,huiusmod,det,29,"{<class 'NoneType'>: [None], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['hu', 'ius', 'mo', 'di']",[hʊjjʊsmɔd̪ɪ],\N,\N,45-9
31,12,applicare,verb,applico,applicar,csubj,27,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ap', 'pli', 'ca', 're']",[applɪkarɛ],\N,\N,45-9
32,12,;,punctuation,;,;,punct,2,\N,\N,[';'],\N,\N,\N,45-9
0,13,quae,pronoun,qui,quae,nsubj,5,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],\N,\N,45-9
1,13,res,noun,res,r,obj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_e], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}",['res'],[rɛs],\N,\N,45-9
2,13,eos,pronoun,is,e,det,1,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['e', 'os']",[ɛ̣jɔs],\N,\N,45-9
3,13,nec,coordinating_conjunction,nec,nec,cc,4,\N,{F: [pos]},['nec'],[n̪ɛk],\N,\N,45-9
4,13,uetus,adjective,uetus,uet,conj,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'tus']",[wɛt̪ʊs],\N,\N,45-9
5,13,facit,verb,facio,faci,root,-1,"{Aspect: [imperfective], InflClass: [lat_i2], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'cit']",[fakɪt̪],\N,\N,45-9
6,13,recipere,verb,recipio,reciper,xcomp,5,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'ci', 'pe', 're']",[rɛkɪpɛrɛ],\N,\N,45-9
7,13,testamentum,noun,testamentum,testament,obj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tes', 'ta', 'men', 'tum']",[t̪ɛst̪amɛn̪t̪ũː],\N,\N,45-9
8,13,neque,coordinating_conjunction,neque,neque,cc,11,{Polarity: [neg]},{F: [pos]},"['ne', 'que']",[n̪ɛkʷɛ],\N,\N,45-9
9,13,in,adposition,in,in,case,10,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],\N,\N,45-9
10,13,integro,adjective,integer,integr,amod,11,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'te', 'gro']",[ɪn̪t̪ɛgrɔ],\N,\N,45-9
11,13,nonum,noun,nonus,non,obj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['no', 'num']",[n̪ɔn̪ũː],\N,\N,45-9
12,13,.,punctuation,.,.,punct,5,\N,\N,['.'],\N,\N,\N,45-9
0,14,Nam,particle,nam,N,discourse,14,\N,{F: [pos]},['nam'],[n̪ãː],\N,\N,45-9
1,14,sicut,subordinating_conjunction,sicut,sicu,mark,7,{<class 'NoneType'>: [None]},{F: [pos]},"['si', 'cut']",[sɪkʊt̪],\N,\N,45-9
2,14,illud,determiner,ille,ill,det,4,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'lud']",[ɪɫlʊd̪],\N,\N,45-9
3,14,omnino,adverb,omnino,omnin,advmod:emph,7,\N,"{F: [neg], N: [pos], V: [pos]}","['om', 'ni', 'no']",[ɔmn̪ɪn̪ɔ],\N,\N,45-9
4,14,error,noun,error,erro,nsubj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['er', 'ror']",[ɛrrɔr],\N,\N,45-9
5,14,eorum,pronoun,is,eor,nmod,4,"{Case: [genitive], Gender: [neuter], InflClass: [lat_pron], Number: [plural], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['e', 'o', 'rum']",[ɛ̣jɔrũː],\N,\N,45-9
6,14,non,particle,non,non,advmod:neg,7,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],\N,\N,45-9
7,14,recipit,verb,recipio,recipi,advcl,14,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'ci', 'pit']",[rɛkɪpɪt̪],\N,\N,45-9
8,14,ita,adverb,ita,ita,advmod,14,\N,"{F: [neg], N: [pos], V: [pos]}","['i', 'ta']",[ɪt̪a],\N,\N,45-9
9,14,ex,adposition,ex,ex,case,10,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],\N,\N,50-4
10,14,uirgine,noun,uirgo,uirgin,obl,15,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ir', 'gi', 'ne']",[wɪrgɪn̪ɛ],\N,\N,50-4
11,14,generationem,noun,generatio,generation,obj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'ne', 'ra', 'ti', 'o', 'nem']",[gɛn̪ɛrat̪ɪ̣jɔn̪ẽː],\N,\N,50-4
12,14,filii,noun,filius,fili,nmod,11,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'i']",[fɪlɪ̣jɪ],\N,\N,50-4
13,14,non,particle,non,non,advmod:neg,14,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],\N,\N,50-4
14,14,nult,verb,nusco,nul,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['nult'],[n̪ʊɫt̪],\N,\N,50-4
15,14,admittere,verb,admitto,admitter,xcomp,14,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'mit', 'te', 're']",[ad̪mɪt̪t̪ɛrɛ],\N,\N,50-4
16,14,",",punctuation,",",",",punct,21,\N,\N,"[',']",\N,\N,\N,50-4
17,14,ne,subordinating_conjunction,ne,ne,mark,21,\N,{F: [pos]},['ne'],[n̪ɛ],\N,\N,50-4
18,14,humano,adjective,humanus,human,amod,19,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['hu', 'ma', 'no']",[hʊman̪ɔ],\N,\N,50-4
19,14,corpore,noun,corpus,corpor,obl:agent,20,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'po', 're']",[kɔrpɔrɛ],\N,\N,50-4
20,14,polluta,verb,polluo,pollut,xcomp,21,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pol', 'lu', 'ta']",[pɔɫlʊt̪a],\N,\N,50-4
21,14,uideatur,verb,uideo,uidea,advcl,14,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'de', 'a', 'tur']",[wɪd̪ɛ̣jat̪ʊr],\N,\N,50-4
22,14,dei,noun,deus,de,nmod,24,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['dei'],[d̪ej],\N,\N,50-4
23,14,fuisse,auxiliary,sum,fuiss,cop,24,"{Aspect: [perfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['fu', 'is', 'se']",[fujssɛ],\N,\N,50-4
24,14,natura,noun,natura,natur,xcomp,21,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['na', 'tu', 'ra']",[n̪at̪ʊra],\N,\N,50-4
25,14,.,punctuation,.,.,punct,14,\N,\N,['.'],\N,\N,\N,50-4
0,15,Sed,coordinating_conjunction,sed,Sed,cc,2,\N,{F: [pos]},['sed'],[sɛd̪],\N,\N,50-4
1,15,de,adposition,de,de,case,2,\N,"{F: [pos], N: [neg], V: [neg]}",['de'],[d̪ɛ],\N,\N,50-4
2,15,his,determiner,hic,h,root,-1,"{Case: [ablative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs],\N,\N,50-4
3,15,hactenus,adjective,hactenus,hacten,amod,2,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['hac', 'te', 'nus']",[hakt̪ɛn̪ʊs],\N,\N,50-4
4,15,;,punctuation,;,;,punct,2,\N,\N,[';'],\N,\N,\N,50-4
0,16,suo,determiner,suus,su,det,2,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'o']",[sʊjɔ],\N,\N,50-4
1,16,enim,particle,enim,enim,discourse,3,\N,{F: [pos]},"['e', 'nim']",[ɛn̪ĩː],\N,\N,50-4
2,16,loco,noun,locus,loc,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lo', 'co']",[lɔkɔ],\N,\N,50-4
3,16,ponentur,verb,pono,pone,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [future], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['po', 'nen', 'tur']",[pɔn̪ɛn̪t̪ʊr],\N,\N,50-4
4,16,sicut,subordinating_conjunction,sicut,sicu,mark,7,{<class 'NoneType'>: [None]},{F: [pos]},"['si', 'cut']",[sɪkʊt̪],\N,\N,50-4
5,16,ordo,noun,ordo,ord,nsubj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['or', 'do']",[ɔrd̪ɔ],\N,\N,50-4
6,16,necessarius,adjective,necessarius,necessar,amod,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ne', 'ces', 'sa', 'ri', 'us']",[n̪ɛkɛssarɪ̣jʊs],\N,\N,50-4
7,16,postularit,verb,postulo,postulari,advcl,3,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pos', 'tu', 'la', 'rit']",[pɔst̪ʊlarɪt̪],\N,\N,50-4
8,16,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,\N,\N,50-4
0,17,Ergo,adverb,ergo,Erg,discourse,18,{AdverbialType: [location]},"{F: [neg], N: [pos], V: [pos]}","['er', 'go']",[ɛrgɔ],\N,\N,50-4
1,17,diuina,adjective,diuinus,diuin,amod,4,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['di', 'u', 'i', 'na']",[d̪ɪwɪn̪a],\N,\N,50-4
2,17,ex,adposition,ex,ex,case,3,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],\N,\N,50-4
3,17,aeterno,adjective,aeternus,aetern,obl,18,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ter', 'no']",[ajt̪ɛrn̪ɔ],\N,\N,50-4
4,17,natura,noun,natura,natur,nsubj,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['na', 'tu', 'ra']",[n̪at̪ʊra],\N,\N,50-4
5,17,et,coordinating_conjunction,et,et,cc,7,\N,{F: [pos]},['et'],[ɛt̪],\N,\N,50-4
6,17,in,adposition,in,in,case,7,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],\N,\N,50-4
7,17,aeternum,adjective,aeternus,aetern,obl,11,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ter', 'num']",[ajt̪ɛrn̪ũː],\N,\N,50-4
8,17,sine,adposition,sine,sin,case,10,\N,"{F: [pos], N: [neg], V: [neg]}","['si', 'ne']",[sɪn̪ɛ],\N,\N,55-9
9,17,aliqua,determiner,aliqui,aliqu,det,10,"{Case: [ablative], <class 'NoneType'>: [None], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['a', 'li', 'qua']",[alɪkʷa],\N,\N,55-9
10,17,mutabilitate,noun,mutabilitas,mutabilitat,obl,11,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mu', 'ta', 'bi', 'li', 'ta', 'te']",[mʊt̪abɪlɪt̪at̪ɛ],\N,\N,55-9
11,17,perdurans,verb,perduro,perdura,advcl,18,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['per', 'du', 'rans']",[pɛrd̪ʊraːn̪s],\N,\N,55-9
12,17,sibi,pronoun,sui,sib,obl:arg,11,"{Case: [dative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['si', 'bi']",[sɪbɪ],\N,\N,55-9
13,17,tantum,adverb,tantum,tant,advmod,15,"{Numeral: [cardinal], PronominalType: [demonstrative]}","{F: [neg], N: [pos], V: [pos]}","['tan', 'tum']",[t̪an̪t̪ũː],\N,\N,55-9
14,17,conscia,adjective,conscius,consc,amod,15,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['con', 'sci', 'a']",[kɔːn̪skɪ̣ja],\N,\N,55-9
15,17,uoluntate,noun,uoluntas,uoluntat,obl,19,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'o', 'lun', 'ta', 'te']",[wɔlʊn̪t̪at̪ɛ],\N,\N,55-9
16,17,sponte,noun,spons,spont,obl,19,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spon', 'te']",[spɔn̪t̪ɛ],\N,\N,55-9
17,17,mundum,noun,mundus,mund,obj,19,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mun', 'dum']",[mʊn̪d̪ũː],\N,\N,55-9
18,17,uoluit,verb,uolo,uolui,root,-1,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'o', 'lu', 'it']",[wɔlujt̪],\N,\N,55-9
19,17,fabricare,verb,fabrico,fabricar,xcomp,18,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'bri', 'ca', 're']",[fabrɪkarɛ],\N,\N,55-9
20,17,eumque,determiner,idem,e,obj,19,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['eum', 'que']",[ewmkʷɛ],\N,\N,55-9
21,17,cum,subordinating_conjunction,cum,cum,mark,25,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],\N,\N,55-9
22,17,omnino,adverb,omnino,omnin,advmod:emph,25,\N,"{F: [neg], N: [pos], V: [pos]}","['om', 'ni', 'no']",[ɔmn̪ɪn̪ɔ],\N,\N,55-9
23,17,non,particle,non,non,advmod:neg,25,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],\N,\N,55-9
24,17,esset,auxiliary,sum,esse,advcl,25,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['es', 'set']",[ɛssɛt̪],\N,\N,55-9
25,17,fecit,verb,facio,feci,advcl,18,"{Aspect: [perfective], InflClass: [lat_i2], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fe', 'cit']",[fɛkɪt̪],\N,\N,55-9
26,17,ut,subordinating_conjunction,ut,ut,mark,27,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],\N,\N,55-9
27,17,esset,auxiliary,sum,esse,advcl,25,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['es', 'set']",[ɛssɛt̪],\N,\N,55-9
28,17,",",punctuation,",",",",punct,33,\N,\N,"[',']",\N,\N,\N,55-9
29,17,nec,coordinating_conjunction,nec,nec,cc,33,\N,{F: [pos]},['nec'],[n̪ɛk],\N,\N,55-9
30,17,ex,adposition,ex,ex,case,32,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],\N,\N,55-9
31,17,sua,determiner,suus,su,det,32,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'a']",[sʊja],\N,\N,55-9
32,17,substantia,noun,substantia,substant,obl,33,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sub', 'stan', 'ti', 'a']",[sʊpst̪an̪t̪ɪ̣ja],\N,\N,55-9
33,17,protulit,verb,profero,protuli,conj,25,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'tu', 'lit']",[prɔt̪ʊlɪt̪],\N,\N,55-9
34,17,",",punctuation,",",",",punct,38,\N,\N,"[',']",\N,\N,\N,55-9
35,17,ne,subordinating_conjunction,ne,ne,mark,38,\N,{F: [pos]},['ne'],[n̪ɛ],\N,\N,55-9
36,17,diuinus,adjective,diuinus,diuin,amod,37,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['di', 'u', 'i', 'nus']",[d̪ɪwɪn̪ʊs],\N,\N,55-9
37,17,natura,noun,natura,natur,nsubj:pass,38,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['na', 'tu', 'ra']",[n̪at̪ʊra],\N,\N,55-9
38,17,crederetur,verb,credo,credere,advcl,33,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['cre', 'de', 're', 'tur']",[krɛd̪ɛrɛt̪ʊr],\N,\N,55-9
39,17,",",punctuation,",",",",punct,42,\N,\N,"[',']",\N,\N,\N,55-9
40,17,neque,coordinating_conjunction,neque,neque,cc,42,{Polarity: [neg]},{F: [pos]},"['ne', 'que']",[n̪ɛkʷɛ],\N,\N,55-9
41,17,aliunde,adverb,aliunde,aliund,advmod,42,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['a', 'li', 'un', 'de']",[alɪ̣jʊn̪d̪ɛ],\N,\N,55-9
42,17,molitus,adjective,molitus,molit,conj,38,"{Case: [nominative], Degree: [comparative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mo', 'li', 'tus']",[mɔlɪt̪ʊs],\N,\N,55-9
43,17,est,auxiliary,sum,est,cop,42,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],\N,\N,55-9
44,17,",",punctuation,",",",",punct,47,\N,\N,"[',']",\N,\N,\N,55-9
45,17,ne,subordinating_conjunction,ne,ne,mark,47,\N,{F: [pos]},['ne'],[n̪ɛ],\N,\N,55-9
46,17,iam,adverb,iam,iam,advmod:emph,47,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['iam'],[jãː],\N,\N,55-9
